gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2909990283	162	97.96	8	161	3	146	2.8e-36	119.1	COG0511	Biotin carboxyl carrier protein	140
2909990284	336	97.58	8	336	3	325	1.6e-91	300.7	COG1995	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	332
2909990286	291	93.77	9	288	4	304	5.2e-26	82.5	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2909990289	536	7.56	77	177	365	432	1.2e-37	16.7	COG0553	Superfamily II DNA or RNA helicase, SNF2 family	866
2909990289	536	38	197	480	501	842	1.2e-37	104.7	COG0553	Superfamily II DNA or RNA helicase, SNF2 family	866
2909990292	171	46.88	1	171	7	171	2.6e-27	89.2	COG3180	Uncharacterized membrane protein AbrB, regulator of aidB expression	352
2909990296	97	70.73	17	96	4	61	1.8e-12	41.2	COG2336	Antitoxin component of the MazEF toxin-antitoxin module	82
2909990301	802	94.26	2	460	3	495	9.6e-118	385.7	COG0286	Type I restriction-modification system, DNA methylase subunit	489
2909990302	414	39.75	2	176	204	364	4.0e-37	59.5	COG0732	Restriction endonuclease S subunit	391
2909990302	414	63.21	167	410	150	405	4.0e-37	65.6	COG0732	Restriction endonuclease S subunit	391
2909990303	635	57.66	251	516	127	333	7.1e-18	57.6	COG3472	Uncharacterized protein	342
2909990304	194	75.4	6	181	5	145	4.4e-40	131	COG4185	Predicted ABC-type ATPase	187
2909990306	913	82.62	1	888	105	931	0.0e+00	464.9	COG0610	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ...	962
2909990307	239	95.15	6	236	3	218	1.2e-47	155.9	COG1451	Predicted metal-dependent hydrolase	223
2909990309	383	97.65	1	382	7	380	0.0e+00	437.9	COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	383
2909990310	387	92.37	27	372	21	359	5.4e-60	196.6	COG1903	Cobalamin biosynthesis protein CbiD	367
2909990311	551	98.99	35	226	3	198	9.6e-70	227.6	COG0518	GMP synthase - Glutamine amidotransferase domain	198
2909990311	551	100	227	551	1	316	0.0e+00	499	COG0519	GMP synthase, PP-ATPase domain/subunit	315
2909990314	580	95.41	8	577	18	620	0.0e+00	431.4	COG0768	Cell division protein FtsI/penicillin-binding protein 2	599
2909990315	382	98.78	1	376	3	406	6.9e-46	151.2	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2909990316	397	97.2	1	374	2	313	4.7e-62	203.8	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2909990318	286	97.33	21	286	5	259	4.7e-114	373.4	COG2022	Thiamin biosynthesis thiazole synthase ThiGH, ThiG subunit	262
2909990320	182	32.07	8	181	190	307	6.7e-12	39.7	COG0457	Tetratricopeptide (TPR) repeat	291
2909990321	115	96.61	1	115	1	114	1.0e-49	161.2	COG0292	Ribosomal protein L20	118
2909990322	65	100	1	65	1	65	2.2e-28	92.1	COG0291	Ribosomal protein L35	65
2909990323	516	89.53	79	508	40	398	2.4e-76	248.8	COG2385	Peptidoglycan hydrolase (amidase) enhancer domain	397
2909990324	473	68.32	36	449	38	382	3.2e-42	138.3	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	439
2909990325	604	95.21	3	586	2	558	0.0e+00	570.3	COG2812	DNA polymerase III, gamma/tau subunits	515
2909990327	452	97.07	11	450	1	397	0.0e+00	612.2	COG1219	ATP-dependent protease Clp, ATPase subunit	408
2909990328	234	95	34	233	5	194	6.2e-85	277.4	COG0740	ATP-dependent protease ClpP, protease subunit	200
2909990329	469	95.54	14	468	3	430	1.9e-106	349.9	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	441
2909990330	380	99.4	32	361	2	335	1.8e-115	379.4	COG0136	Aspartate-semialdehyde dehydrogenase	334
2909990331	305	96.99	12	304	4	293	1.5e-101	332.4	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2909990332	680	99.27	14	577	4	546	0.0e+00	591	COG0595	mRNA degradation ribonuclease J1/J2	555
2909990334	362	73.38	16	304	21	246	2.4e-49	161.3	COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	298
2909990335	264	22.27	179	258	158	204	1.1e-02	8	COG0352	Thiamine monophosphate synthase	211
2909990335	264	27.49	15	102	74	131	1.1e-02	2.8	COG0352	Thiamine monophosphate synthase	211
2909990336	142	93.33	3	130	4	115	1.9e-14	46.8	COG1950	Uncharacterized membrane protein YvlD, DUF360 family	120
2909990337	668	99.1	1	668	4	660	0.0e+00	1059.7	COG0556	Excinuclease UvrABC helicase subunit UvrB	663
2909990338	627	34.54	433	601	290	442	0.0e+00	95.8	COG0527	Aspartokinase	447
2909990338	627	99.77	1	427	1	442	0.0e+00	410.1	COG0527	Aspartokinase	447
2909990339	349	89.82	1	334	16	315	2.6e-35	114.7	COG1466	DNA polymerase III, delta subunit	334
2909990340	233	94.31	18	231	8	206	2.9e-51	167.5	COG2082	Precorrin isomerase	210
2909990341	929	94.26	107	928	4	808	0.0e+00	860.2	COG0249	DNA mismatch repair ATPase MutS	843
2909990343	159	97.37	1	156	3	150	9.4e-55	178.2	COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	152
2909990345	167	50.79	5	145	70	165	8.7e-08	25.8	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2909990346	296	99.31	5	293	1	289	8.1e-117	382.9	COG1209	dTDP-glucose pyrophosphorylase	286
2909990347	194	94.92	8	186	10	177	4.2e-68	221.7	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	173
2909990348	338	98.94	14	323	2	280	2.3e-83	273	COG1091	dTDP-4-dehydrorhamnose reductase	281
2909990349	367	96.29	12	360	2	338	0.0e+00	439.3	COG1088	dTDP-D-glucose 4,6-dehydratase	340
2909990351	957	93.81	1	956	5	792	0.0e+00	1214.3	COG0653	Preprotein translocase subunit SecA (ATPase, RNA helicase)	822
2909990352	249	88.78	1	191	7	180	2.0e-76	249.3	COG1045	Serine acetyltransferase	194
2909990354	329	97.6	2	133	2	123	5.7e-33	106	COG1725	DNA-binding transcriptional regulator YhcF, GntR family	125
2909990355	256	93.25	16	256	15	235	4.2e-45	147.2	COG0412	Dienelactone hydrolase	236
2909990356	231	95.45	8	182	8	175	2.2e-70	229.1	COG0290	Translation initiation factor IF-3	176
2909990357	331	97.73	29	330	3	303	1.9e-80	263.6	COG0324	tRNA A37 N6-isopentenylltransferase MiaA	308
2909990358	652	99.38	6	651	3	639	0.0e+00	1033.2	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2909990360	156	96.91	1	156	4	160	2.7e-50	163.4	COG0386	Glutathione peroxidase, house-cleaning role in reducing lipid peroxides	162
2909990361	470	97.36	19	467	10	451	0.0e+00	494.7	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	451
2909990362	346	95.6	24	345	7	332	9.6e-98	321.1	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2909990364	358	49.86	8	267	4	182	9.8e-09	28.9	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2909990365	112	21.47	11	112	11	86	5.2e-30	98.7	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	342
2909990366	283	69.21	18	273	108	352	5.6e-58	190.6	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	342
2909990367	336	99.05	8	331	2	314	3.0e-61	200.6	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2909990368	169	73.15	9	162	5	113	1.6e-28	92.9	COG0802	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE	149
2909990369	475	99.52	12	467	3	419	0.0e+00	644.8	COG0499	S-adenosylhomocysteine hydrolase	420
2909990370	136	77.78	1	135	1	133	2.1e-32	106.4	COG0629	Single-stranded DNA-binding protein	167
2909990371	350	98.24	6	342	3	337	0.0e+00	443.7	COG1077	Actin-like ATPase involved in cell morphogenesis	342
2909990372	246	58.39	61	243	83	249	2.1e-36	118.8	COG1792	Cell shape-determining protein MreC	284
2909990373	176	91.62	3	164	8	160	7.7e-09	28.9	COG2891	Cell shape-determining protein MreD	167
2909990374	443	97.74	6	439	6	438	8.5e-54	176.9	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	433
2909990375	259	96.98	15	250	3	227	1.6e-80	263.2	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2909990376	502	96.66	1	493	17	508	0.0e+00	664.4	COG1190	Lysyl-tRNA synthetase (class II)	502
2909990378	160	11.73	3	160	270	406	1.8e-03	9.3	COG1196	Chromosome segregation ATPase	1163
2909990380	348	93.19	15	324	20	320	3.1e-83	272.6	COG4301	Uncharacterized conserved protein, contains predicted SAM-dependent methyltransferase domain	321
2909990381	434	25.83	330	413	246	331	1.6e-48	52.6	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	314
2909990381	434	38.44	87	336	68	195	1.6e-48	107.6	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	314
2909990382	333	98.34	4	310	5	301	5.7e-107	350.6	COG0031	Cysteine synthase	300
2909990384	176	94.12	22	175	5	148	1.9e-54	176.8	COG0691	tmRNA-binding protein	153
2909990385	363	94.58	32	361	14	327	0.0e+00	451.4	COG2255	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit	332
2909990386	277	66.58	28	275	100	344	1.3e-19	62.6	COG0457	Tetratricopeptide (TPR) repeat	291
2909990387	427	97.46	28	425	6	388	5.1e-112	368.1	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	392
2909990389	216	42.49	4	210	52	201	1.3e-11	36.3	COG1413	HEAT repeat	335
2909990391	470	98.62	21	451	2	429	0.0e+00	685.1	COG0422	Thiamine biosynthesis protein ThiC	432
2909990392	403	94.72	1	401	6	418	9.4e-83	271.5	COG0025	NhaP-type Na+/H+ or K+/H+ antiporter	429
2909990393	611	96.39	4	611	22	581	0.0e+00	538.3	COG0018	Arginyl-tRNA synthetase	577
2909990395	234	53.99	69	200	22	109	8.9e-11	34.4	COG2062	Phosphohistidine phosphatase SixA	163
2909990396	149	36	1	33	47	73	4.7e-23	3.2	COG1918	Fe2+ transport system protein FeoA	75
2909990396	149	96	72	147	2	73	4.7e-23	70.9	COG1918	Fe2+ transport system protein FeoA	75
2909990397	744	91.9	1	699	52	652	0.0e+00	689	COG0370	Fe2+ transport system protein B	653
2909990399	503	97.35	3	502	5	482	0.0e+00	468.5	COG0380	Trehalose-6-phosphate synthase	486
2909990400	430	97.52	4	424	10	441	4.9e-54	177.7	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	433
2909990401	289	95.64	1	289	11	295	1.2e-84	277.7	COG1175	ABC-type sugar transport system, permease component	295
2909990402	278	94.35	5	277	17	283	5.8e-59	193.2	COG0395	ABC-type glycerol-3-phosphate transport system, permease component	281
2909990403	329	96.29	6	324	3	339	1.4e-105	344.6	COG3839	ABC-type sugar transport system, ATPase component	338
2909990404	569	97.49	12	519	2	505	1.3e-105	347.9	COG0366	Glycosidase	505
2909990405	521	94.23	1	519	12	517	1.2e-126	416.6	COG0578	Glycerol-3-phosphate dehydrogenase	532
2909990406	514	98.6	1	500	6	499	0.0e+00	577	COG0554	Glycerol kinase	499
2909990408	392	89.66	10	391	20	366	2.0e-69	227.6	COG0641	Sulfatase maturation enzyme AslB, radical SAM superfamily	378
2909990410	343	95.05	35	307	5	273	1.5e-27	89.9	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	275
2909990411	287	98.57	4	285	4	279	2.0e-91	299.5	COG0157	Nicotinate-nucleotide pyrophosphorylase	280
2909990412	476	99.12	16	476	5	454	0.0e+00	486.3	COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	454
2909990413	167	70.65	9	156	37	166	1.2e-27	90	COG3216	Uncharacterized conserved protein, DUF2062 family	184
2909990415	495	92.56	3	494	6	465	1.7e-126	416.4	COG0397	Uncharacterized conserved protein YdiU, UPF0061 family	488
2909990420	829	97.1	89	826	21	723	0.0e+00	859.1	COG0317	(p)ppGpp synthase/hydrolase, HD superfamily	701
2909990421	533	99.28	1	532	2	549	0.0e+00	543.3	COG1123	ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain	539
2909990423	316	95.89	12	302	12	291	1.6e-83	274	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2909990424	306	70.34	8	303	10	239	2.0e-58	191.2	COG1161	Ribosome biogenesis GTPase A	322
2909990425	123	96.23	1	123	4	156	5.2e-24	79.1	COG0589	Nucleotide-binding universal stress protein,  UspA family	154
2909990426	401	97.99	3	401	6	395	0.0e+00	522.6	COG0126	3-phosphoglycerate kinase	395
2909990427	301	99.3	16	300	2	285	7.7e-100	327.3	COG2084	3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase	286
2909990429	366	98.6	3	359	3	355	1.8e-83	274	COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	357
2909990430	371	97.23	3	369	7	357	1.4e-73	241.1	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	356
2909990431	263	17.39	4	242	242	305	6.4e-05	16.9	COG0457	Tetratricopeptide (TPR) repeat	291
2909990432	709	78.61	376	703	48	319	5.4e-31	98.9	COG0709	Selenophosphate synthase	346
2909990433	341	97.03	1	204	5	200	1.9e-61	200.4	COG0794	D-arabinose 5-phosphate isomerase GutQ	202
2909990434	273	92.11	1	272	18	274	7.8e-122	399.2	COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	279
2909990435	191	95.29	17	184	4	165	2.3e-50	163.9	COG1778	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases	170
2909990436	42	14.66	4	42	1	34	6.1e-08	26.1	COG3039	Transposase and inactivated derivatives, IS5 family	230
2909990437	163	68.79	9	143	14	110	6.7e-08	26.1	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase	138
2909990439	371	67.12	19	367	99	345	5.4e-17	49	COG0457	Tetratricopeptide (TPR) repeat	291
2909990440	551	45.38	2	341	102	268	5.0e-07	21.4	COG0457	Tetratricopeptide (TPR) repeat	291
2909990441	397	90.22	1	395	26	394	6.6e-14	46.1	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2909990442	439	36.96	4	248	247	453	1.0e-02	6.9	COG2931	Ca2+-binding protein, RTX toxin-related	510
2909990442	439	40.36	137	429	187	412	1.0e-02	10.3	COG2931	Ca2+-binding protein, RTX toxin-related	510
2909990445	989	61.47	15	179	2	135	6.8e-09	28.3	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2909990445	989	99.58	274	986	3	710	0.0e+00	755.9	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	709
2909990447	390	53.85	115	376	172	381	1.1e-32	67.3	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2909990447	390	54.87	27	272	4	217	1.1e-32	53.9	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2909990452	259	58.01	23	252	151	371	8.8e-20	60.6	COG4692	Predicted neuraminidase (sialidase)	381
2909990456	239	33.43	8	201	4	123	6.0e-05	13.7	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2909990458	253	27.3	1	178	18	115	2.5e-09	30.6	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2909990461	286	65.19	1	225	1	221	9.8e-20	63.8	COG1442	Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase	325
2909990462	840	98.8	21	830	9	751	0.0e+00	866.5	COG0058	Glucan phosphorylase	750
2909990463	813	98.11	14	810	15	792	0.0e+00	1140.4	COG3957	Phosphoketolase	793
2909990464	451	94.5	19	440	8	385	2.4e-76	249.7	COG0475	Kef-type K+ transport system, membrane component KefB	397
2909990465	187	74.6	19	181	49	189	9.4e-23	74.5	COG2020	Protein-S-isoprenylcysteine O-methyltransferase Ste14	187
2909990467	320	96.95	9	297	8	293	1.4e-35	116.8	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2909990469	477	98.8	1	468	1	410	1.6e-57	187.9	COG3395	Uncharacterized conserved protein YgbK, DUF1537 family	413
2909990470	473	89.75	239	471	15	233	1.4e-46	152.6	COG2114	Adenylate cyclase, class 3	227
2909990471	454	86.99	2	435	13	440	4.9e-64	210	COG0531	Amino acid transporter	466
2909990474	205	27.12	3	99	60	139	1.9e-25	33.7	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2909990474	205	32.88	81	182	197	293	1.9e-25	55.1	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2909990475	98	54.93	3	90	61	138	1.2e-21	70.2	COG1661	Predicted DNA-binding protein with PD1-like DNA-binding motif	141
2909990477	472	98.78	19	432	4	408	5.5e-114	374.8	COG1252	NADH dehydrogenase, FAD-containing subunit	405
2909990480	169	82.35	1	166	6	159	2.5e-37	122.6	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2909990481	387	83.14	1	377	70	419	2.2e-60	198.6	COG0232	dGTP triphosphohydrolase	412
2909990484	451	97.51	5	441	6	396	8.3e-85	278.6	COG0247	Fe-S oxidoreductase	388
2909990485	171	94.77	4	170	5	149	1.6e-22	74.1	COG0716	Flavodoxin	151
2909990486	78	18.28	3	75	136	188	9.1e-04	12.5	COG4026	Uncharacterized protein, contains TOPRIM domain, potential nuclease	290
2909990489	654	99.82	32	637	1	554	0.0e+00	672	COG2192	Predicted carbamoyl transferase, NodU family	555
2909990492	404	13.57	312	404	184	213	4.2e-07	10.8	COG2755	Lysophospholipase L1 or related esterase	216
2909990492	404	37.1	63	197	11	92	4.2e-07	11.4	COG2755	Lysophospholipase L1 or related esterase	216
2909990493	487	99.26	21	486	2	406	0.0e+00	556.4	COG0538	Isocitrate dehydrogenase	407
2909990495	237	97.06	3	237	2	232	2.4e-98	322.2	COG5398	Heme oxygenase	238
2909990497	804	98.21	6	700	2	660	0.0e+00	739.4	COG0210	Superfamily I DNA or RNA helicase	655
2909990498	417	60	7	323	14	262	3.0e-51	168.1	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	412
2909990499	44	15.23	6	44	8	37	3.1e-11	37.2	COG2059	Chromate transport protein ChrA	195
2909990500	172	11.68	134	168	10	32	1.6e-22	6.4	COG2059	Chromate transport protein ChrA	195
2909990500	172	54.82	1	126	73	180	1.6e-22	65.9	COG2059	Chromate transport protein ChrA	195
2909990501	125	53.81	3	123	67	172	1.2e-06	22.1	COG2059	Chromate transport protein ChrA	195
2909990502	140	56.9	1	139	100	231	3.4e-21	69.3	COG3039	Transposase and inactivated derivatives, IS5 family	230
2909990504	193	56.92	11	165	12	159	3.4e-25	82.9	COG1484	DNA replication protein DnaC	254
2909990507	50	18.46	1	49	178	225	2.2e-14	47.7	COG1484	DNA replication protein DnaC	254
2909990508	41	10.77	1	32	230	257	2.6e-06	21.3	COG1484	DNA replication protein DnaC	254
2909990510	252	92.96	3	252	16	279	5.7e-33	108.3	COG2801	Transposase InsO and inactivated derivatives	232
2909990511	92	66.67	1	89	14	91	1.1e-08	29.1	COG2963	Transposase and inactivated derivatives	116
2909990514	268	97.17	7	262	2	241	2.4e-69	226.8	COG1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	247
2909990517	258	97.17	4	258	4	243	4.6e-70	229.2	COG1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	247
2909990522	92	66.67	1	89	14	91	1.1e-08	29.1	COG2963	Transposase and inactivated derivatives	116
2909990523	276	92.96	3	276	16	279	2.1e-31	97.6	COG2801	Transposase InsO and inactivated derivatives	232
2909990529	142	31.62	5	61	26	62	3.4e-09	19.9	COG2963	Transposase and inactivated derivatives	116
2909990529	142	60.68	48	142	27	97	3.4e-09	13.1	COG2963	Transposase and inactivated derivatives	116
2909990532	83	22.54	1	78	208	271	1.2e-14	48.3	COG2801	Transposase InsO and inactivated derivatives	232
2909990534	87	30.77	1	82	178	257	8.6e-23	75.2	COG1484	DNA replication protein DnaC	254
2909990535	104	36.92	1	96	78	173	2.1e-23	77.2	COG1484	DNA replication protein DnaC	254
2909990536	81	25.77	14	81	8	74	1.2e-04	15.7	COG1484	DNA replication protein DnaC	254
2909990537	433	92.25	17	290	20	281	2.1e-38	126.3	COG4584	Transposase	278
2909990539	141	5.35	5	112	46	95	3.4e-02	6.3	COG5373	Uncharacterized membrane protein	931
2909990544	244	87.29	5	243	25	230	1.7e-42	139	COG0571	dsRNA-specific ribonuclease	235
2909990546	188	99.43	1	187	1	173	2.5e-41	130.6	COG0806	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	174
2909990547	489	90.7	357	480	12	128	1.3e-38	124.5	COG0662	Mannose-6-phosphate isomerase, cupin superfamily	127
2909990547	489	99.7	6	345	2	335	7.6e-125	410.4	COG0836	Mannose-1-phosphate guanylyltransferase	333
2909990548	637	100	1	637	1	615	0.0e+00	672.7	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	597
2909990549	81	13.71	36	77	54	77	3.7e-13	25.3	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
2909990549	81	15.43	1	44	52	78	3.7e-13	23.8	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
2909990550	80	98.77	1	80	2	81	4.8e-32	103.8	COG0236	Acyl carrier protein	80
2909990551	415	99.03	5	415	3	412	0.0e+00	523.4	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2909990552	674	98.94	11	674	5	660	0.0e+00	962.6	COG0021	Transketolase	663
2909990553	422	97.09	15	422	12	412	6.4e-101	332	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold	399
2909990554	122	61.9	1	79	6	70	9.8e-23	74.2	COG4323	Uncharacterized protein	105
2909990557	132	42.75	14	126	58	113	2.1e-06	21.1	COG1917	Cupin domain protein related to quercetin dioxygenase	131
2909990558	119	78.79	2	118	21	124	5.5e-06	20	COG5649	Uncharacterized protein	132
2909990559	70	100	1	66	1	66	2.5e-17	56.5	COG1724	Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family	66
2909990560	117	95.73	1	117	2	113	2.7e-19	62.8	COG2361	Uncharacterized conserved protein, contains HEPN domain	117
2909990561	102	89.69	1	99	6	92	3.1e-19	62.8	COG1669	Predicted nucleotidyltransferase	97
2909990563	357	96.95	1	357	8	357	7.4e-80	262.2	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	356
2909990564	254	13.21	36	100	5	39	2.2e-15	13.4	COG2220	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	258
2909990564	254	45.66	82	235	120	240	2.2e-15	35.6	COG2220	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	258
2909990565	197	98.43	1	195	3	190	9.0e-74	240.8	COG0512	Anthranilate/para-aminobenzoate synthase component II	191
2909990566	156	91.87	31	152	10	122	2.0e-34	111.8	COG0818	Diacylglycerol kinase	123
2909990567	129	66.23	1	118	45	146	1.4e-34	112.6	COG0319	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	153
2909990569	321	98.74	72	310	1	236	4.1e-100	327.8	COG1186	Protein chain release factor B	239
2909990570	86	98.75	3	81	2	80	8.2e-26	83.9	COG0695	Glutaredoxin	80
2909990571	335	94.92	11	335	9	307	4.0e-63	206.6	COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	318
2909990572	67	12.34	32	67	199	227	1.4e-11	22.2	COG5031	Ubiquinone biosynthesis protein Coq4	235
2909990572	67	13.62	1	34	92	123	1.4e-11	14.8	COG5031	Ubiquinone biosynthesis protein Coq4	235
2909990573	576	44.95	28	233	31	128	3.2e-18	58.2	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2909990573	576	89.97	298	574	13	299	2.1e-47	155.4	COG1752	Predicted acylesterase/phospholipase RssA, containd patatin domain	306
