gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2837243574	80	91.25	1	79	6	78	4.0e-12	43.2	COG0425	TusA-related sulfurtransferase	78
2837243575	300	95.7	3	298	4	292	3.6e-77	256.6	COG1162	Putative ribosome biogenesis GTPase RsgA	301
2837243576	113	95.24	7	112	5	104	1.1e-20	70.7	COG0718	Conserved DNA-binding protein YbaB (function unknown)	105
2837243577	327	97.62	30	323	4	290	6.2e-94	311.1	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase	291
2837243578	483	97.83	3	471	6	456	0.0e+00	441.7	COG0773	UDP-N-acetylmuramate-alanine ligase	459
2837243579	340	99.1	2	340	2	333	0.0e+00	448.3	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	335
2837243580	337	99.38	14	335	3	320	7.6e-67	222.6	COG0611	Thiamine monophosphate kinase	317
2837243581	357	82.17	172	350	1	129	5.5e-23	78.5	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
2837243582	187	98.47	1	129	3	131	3.5e-48	159.4	COG0231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	131
2837243583	161	96.6	10	160	5	146	2.4e-39	132.6	COG0511	Biotin carboxyl carrier protein	140
2837243584	347	97.89	7	342	3	326	1.6e-96	320.7	COG1995	4-hydroxy-L-threonine phosphate dehydrogenase PdxA	332
2837243585	77	37.57	2	77	71	135	1.6e-02	12.4	COG1495	Disulfide bond formation protein DsbB	170
2837243586	317	11.21	15	81	4	39	1.5e-22	8.8	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2837243586	317	63.24	88	301	106	308	1.5e-22	67.2	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2837243589	535	4.11	83	173	363	399	1.4e-34	20.3	COG0553	Superfamily II DNA or RNA helicase, SNF2 family	866
2837243589	535	38	196	483	501	842	1.4e-34	94.8	COG0553	Superfamily II DNA or RNA helicase, SNF2 family	866
2837243590	120	27.69	12	97	98	169	9.0e-04	16	COG5010	Flp pilus assembly protein TadD, contains TPR repeats	257
2837243592	171	44.6	1	169	12	168	3.6e-23	79.1	COG3180	Uncharacterized membrane protein AbrB, regulator of aidB expression	352
2837243593	95	22.16	2	95	16	95	1.0e-02	12.2	COG3177	Fic family protein	348
2837243596	405	97.91	22	405	7	381	0.0e+00	447.2	COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	383
2837243597	387	94.55	2	373	13	359	2.8e-60	201.1	COG1903	Cobalamin biosynthesis protein CbiD	367
2837243598	528	98.99	11	203	3	198	1.6e-66	220.7	COG0518	GMP synthase - Glutamine amidotransferase domain	198
2837243598	528	100	204	528	1	316	0.0e+00	498	COG0519	GMP synthase, PP-ATPase domain/subunit	315
2837243599	465	82.39	100	442	19	294	1.7e-08	31.5	COG0582	Integrase	309
2837243607	210	89.82	22	210	2	204	4.5e-41	138.1	COG1961	Site-specific DNA recombinase related to the DNA invertase Pin	222
2837243609	179	59.84	2	147	42	114	2.6e-08	29.9	COG5433	Predicted transposase YbfD/YdcC associated with H repeats	121
2837243613	599	95.89	8	599	17	622	8.1e-129	427.9	COG0768	Cell division protein FtsI/penicillin-binding protein 2	599
2837243614	381	99.27	1	376	2	407	8.3e-47	157.8	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2837243615	398	96.57	2	373	3	312	6.9e-63	210.1	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2837243617	275	97.71	10	275	4	259	2.4e-114	378.1	COG2022	Thiamin biosynthesis thiazole synthase ThiGH, ThiG subunit	262
2837243619	191	39.4	10	187	177	321	1.7e-09	35.4	COG0457	Tetratricopeptide (TPR) repeat	291
2837243620	115	97.46	1	115	1	115	1.9e-49	163.9	COG0292	Ribosomal protein L20	118
2837243621	65	100	1	65	1	65	2.3e-26	89.2	COG0291	Ribosomal protein L35	65
2837243622	529	89.28	111	525	41	398	1.7e-78	260.8	COG2385	Peptidoglycan hydrolase (amidase) enhancer domain	397
2837243623	442	54.46	44	371	59	333	1.8e-42	142.7	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	439
2837243624	128	90.72	24	126	7	94	2.2e-10	37.3	COG1669	Predicted nucleotidyltransferase	97
2837243627	195	16.24	1	76	100	181	5.2e-23	34.4	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	439
2837243627	195	20.2	73	177	232	333	5.2e-23	42.8	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	439
2837243628	312	77.82	14	310	51	271	6.3e-17	58.4	COG2801	Transposase InsO and inactivated derivatives	232
2837243629	632	94.36	3	601	2	553	0.0e+00	582.4	COG2812	DNA polymerase III, gamma/tau subunits	515
2837243631	450	96.09	11	449	1	393	0.0e+00	615.4	COG1219	ATP-dependent protease Clp, ATPase subunit	408
2837243632	229	94.5	28	224	5	193	1.4e-84	279.9	COG0740	ATP-dependent protease ClpP, protease subunit	200
2837243633	478	98.21	1	451	3	442	1.0e-112	374.3	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	441
2837243634	348	99.4	16	345	2	335	7.1e-112	371.3	COG0136	Aspartate-semialdehyde dehydrogenase	334
2837243635	302	97.66	8	302	4	295	5.7e-99	327.9	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2837243636	672	98.54	12	575	8	546	0.0e+00	596.6	COG0595	mRNA degradation ribonuclease J1/J2	555
2837243637	201	35.77	44	187	36	133	3.7e-03	14.4	COG0810	Periplasmic protein TonB, links inner and outer membranes	244
2837243638	345	67.53	8	294	22	229	5.3e-43	144.3	COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	298
2837243640	141	91.67	3	131	3	112	1.9e-11	41	COG1950	Uncharacterized membrane protein YvlD, DUF360 family	120
2837243641	905	93.68	91	905	4	803	0.0e+00	890.3	COG0249	DNA mismatch repair ATPase MutS	843
2837243642	678	99.1	1	678	4	660	0.0e+00	1055.5	COG0556	Excinuclease UvrABC helicase subunit UvrB	663
2837243643	600	33.86	418	584	292	441	0.0e+00	95.9	COG0527	Aspartokinase	447
2837243643	600	99.77	1	413	1	442	0.0e+00	409.9	COG0527	Aspartokinase	447
2837243644	326	90.12	1	325	16	316	6.4e-36	121.3	COG1466	DNA polymerase III, delta subunit	334
2837243645	221	95.73	4	219	7	208	1.1e-50	169	COG2082	Precorrin isomerase	210
2837243646	406	95.64	27	397	4	376	3.4e-39	131.9	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2837243647	980	98.87	268	978	9	711	0.0e+00	827.7	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	709
2837243648	236	41.23	22	226	160	293	1.1e-12	44.7	COG0760	Parvulin-like peptidyl-prolyl isomerase	320
2837243649	62	4.53	1	59	12	65	3.8e-01	5.7	COG3523	Type VI protein secretion system component VasK	1188
2837243650	161	99.34	1	156	1	151	4.7e-54	179.5	COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	152
2837243652	151	46.03	10	142	76	162	1.5e-07	28.8	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2837243653	949	93.81	1	948	5	792	0.0e+00	1227.3	COG0653	Preprotein translocase subunit SecA (ATPase, RNA helicase)	822
2837243654	246	87.76	1	193	5	176	8.1e-74	244.3	COG1045	Serine acetyltransferase	194
2837243655	329	97.6	2	133	2	123	1.5e-31	105.6	COG1725	DNA-binding transcriptional regulator YhcF, GntR family	125
2837243656	248	86.08	15	248	25	228	1.8e-34	116.4	COG0412	Dienelactone hydrolase	236
2837243657	217	94.89	9	183	8	174	3.9e-70	231.9	COG0290	Translation initiation factor IF-3	176
2837243658	306	95.45	11	305	3	296	4.0e-86	285.9	COG0324	tRNA A37 N6-isopentenylltransferase MiaA	308
2837243659	655	99.22	6	654	3	638	0.0e+00	1039.6	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2837243661	138	93.65	7	134	4	121	2.6e-25	85.9	COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	126
2837243662	137	95.24	17	128	3	122	6.8e-23	77.6	COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	126
2837243663	159	96.91	1	159	4	160	6.3e-55	182.1	COG0386	Glutathione peroxidase, house-cleaning role in reducing lipid peroxides	162
2837243664	475	97.8	16	467	9	452	0.0e+00	502.6	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	451
2837243665	337	95.6	20	336	8	333	3.8e-99	329.5	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2837243666	351	93.56	7	334	17	292	3.6e-34	115.9	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2837243667	398	35.9	2	371	649	1012	7.4e-96	319.1	COG0841	Multidrug efflux pump subunit AcrB	1009
2837243668	705	63.12	2	703	2	641	0.0e+00	638.1	COG0841	Multidrug efflux pump subunit AcrB	1009
2837243669	377	92.56	1	373	14	374	6.0e-40	134.7	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2837243670	623	98.13	65	618	5	529	1.5e-116	386.9	COG1574	Predicted amidohydrolase YtcJ	535
2837243671	194	85.92	2	194	29	205	1.4e-60	201.7	COG4337	Uncharacterized protein	206
2837243672	424	96.64	3	424	12	443	0.0e+00	436.7	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	449
2837243673	741	87.63	410	738	25	272	1.1e-12	44.2	COG0834	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	275
2837243673	741	89	15	426	6	377	1.3e-43	145.3	COG1301	Na+/H+-dicarboxylate symporter	415
2837243674	558	96.06	1	550	5	540	0.0e+00	474.9	COG3961	TPP-dependent 2-oxoacid decarboxylase, includes indolepyruvate decarboxylase	557
2837243675	587	97.94	1	558	5	528	2.1e-92	303.8	COG1574	Predicted amidohydrolase YtcJ	535
2837243676	547	96.64	1	541	17	533	8.3e-121	400.8	COG1574	Predicted amidohydrolase YtcJ	535
2837243677	294	26.99	182	283	222	309	2.2e-49	17.7	COG0523	GTPase, G3E family	323
2837243677	294	53.07	13	188	1	173	2.2e-49	146.5	COG0523	GTPase, G3E family	323
2837243678	505	71.02	251	502	8	279	2.0e-24	13.9	COG0477	MFS family permease	338
2837243678	505	79.63	5	290	8	312	2.0e-24	73.1	COG0477	MFS family permease	338
2837243679	393	97.18	3	380	10	353	5.3e-89	296.3	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	342
2837243680	348	99.05	7	343	2	314	8.2e-58	193.1	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2837243681	171	91.28	22	169	3	138	1.4e-35	119.4	COG0802	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE	149
2837243682	476	99.52	13	468	3	419	0.0e+00	655.2	COG0499	S-adenosylhomocysteine hydrolase	420
2837243683	219	90.87	7	219	13	201	8.6e-51	169.5	COG0586	Uncharacterized membrane protein DedA, SNARE-associated domain	208
2837243684	125	71.35	1	124	1	122	1.0e-30	104.6	COG0629	Single-stranded DNA-binding protein	167
2837243685	350	97.95	3	340	4	337	0.0e+00	442.8	COG1077	Actin-like ATPase involved in cell morphogenesis	342
2837243686	248	56.64	55	246	83	244	1.2e-28	97.1	COG1792	Cell shape-determining protein MreC	284
2837243687	168	41.32	2	165	6	74	1.2e-03	14.7	COG2891	Cell shape-determining protein MreD	167
2837243688	435	97.52	6	432	7	438	7.8e-46	154.4	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	433
2837243689	256	97.41	12	247	2	227	1.8e-80	266.7	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2837243690	496	96.46	1	489	18	508	0.0e+00	687.7	COG1190	Lysyl-tRNA synthetase (class II)	502
2837243692	161	56.64	5	158	28	155	7.0e-03	12.8	COG1842	Phage shock protein A	225
2837243694	315	94.74	2	313	15	320	1.1e-79	264.7	COG4301	Uncharacterized conserved protein, contains predicted SAM-dependent methyltransferase domain	321
2837243695	403	25.53	321	403	246	330	2.1e-50	50.4	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	314
2837243695	403	42.34	87	325	53	193	2.1e-50	120.6	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	314
2837243696	701	40	27	513	44	231	2.5e-17	60.7	COG0515	Serine/threonine protein kinase	384
2837243697	164	94.77	12	164	5	149	6.5e-55	182.1	COG0691	tmRNA-binding protein	153
2837243698	352	95.48	17	349	14	330	0.0e+00	441	COG2255	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit	332
2837243699	260	80.16	3	257	49	343	2.2e-15	54.1	COG0457	Tetratricopeptide (TPR) repeat	291
2837243700	398	97.46	7	391	9	391	2.7e-116	385.9	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	392
2837243704	466	98.62	13	443	2	429	0.0e+00	692.4	COG0422	Thiamine biosynthesis protein ThiC	432
2837243705	315	97.51	1	311	5	317	5.1e-73	243.6	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2837243706	669	99.1	5	669	6	662	0.0e+00	978.8	COG0021	Transketolase	663
2837243707	415	99.28	5	415	3	413	0.0e+00	510.3	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2837243708	80	98.77	1	80	2	81	5.5e-32	107	COG0236	Acyl carrier protein	80
2837243709	81	13.71	35	78	54	77	4.4e-12	25.5	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
2837243709	81	15.43	1	41	52	78	4.4e-12	23.4	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
2837243710	628	100	1	628	1	615	0.0e+00	699.5	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	597
2837243711	485	98.45	349	475	2	128	2.6e-38	127.2	COG0662	Mannose-6-phosphate isomerase, cupin superfamily	127
2837243711	485	99.4	4	340	2	334	2.2e-123	409.1	COG0836	Mannose-1-phosphate guanylyltransferase	333
2837243712	175	97.7	1	174	4	173	3.2e-42	141.2	COG0806	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	174
2837243713	60	45.92	6	60	46	90	5.3e-03	14	COG2139	Ribosomal protein L21E	98
2837243714	271	56.95	67	238	42	168	5.0e-07	26.1	COG1226	Voltage-gated potassium channel Kch	212
2837243715	250	88.56	14	245	24	232	1.5e-44	149	COG0571	dsRNA-specific ribonuclease	235
2837243716	250	96.54	9	250	5	227	6.6e-29	98.3	COG1434	Uncharacterized SAM-binding protein YcdF, DUF218 family	223
2837243720	151	11.83	39	115	180	223	1.3e-02	2.4	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	372
2837243720	151	14.52	2	70	296	349	1.3e-02	10.1	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	372
2837243721	350	4.02	326	349	375	390	1.8e-101	.8	COG0282	Acetate kinase	396
2837243721	350	4.52	3	33	3	20	1.8e-101	11.4	COG0282	Acetate kinase	396
2837243721	350	71.86	29	332	63	348	1.8e-101	321.8	COG0282	Acetate kinase	396
2837243722	842	98.27	23	832	13	751	0.0e+00	866.3	COG0058	Glucan phosphorylase	750
2837243723	809	99.12	3	802	7	792	0.0e+00	1147.4	COG3957	Phosphoketolase	793
2837243724	464	93.25	28	451	10	382	1.2e-74	248.1	COG0475	Kef-type K+ transport system, membrane component KefB	397
2837243726	312	92.88	4	301	21	294	2.1e-30	103.6	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2837243727	295	94.25	2	295	16	310	4.2e-34	113.1	COG2017	Galactose mutarotase or related enzyme	308
2837243729	484	99.28	1	477	1	412	1.7e-54	180.5	COG3395	Uncharacterized conserved protein YgbK, DUF1537 family	413
2837243731	55	32.43	9	48	74	109	1.1e-02	13	COG2337	mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	112
2837243732	445	97.51	2	420	8	398	1.4e-84	281.4	COG0247	Fe-S oxidoreductase	388
2837243736	474	99.51	10	474	2	407	0.0e+00	567.7	COG0538	Isocitrate dehydrogenase	407
2837243737	312	92.48	4	309	5	336	1.6e-25	87.9	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2837243738	429	58.37	139	336	7	156	1.1e-26	90.9	COG3394	Predicted glycoside hydrolase or deacetylase ChbG, UPF0249 family	257
2837243738	429	64.03	1	126	5	93	2.4e-09	34	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	139
2837243740	237	97.06	3	237	2	232	6.0e-98	324.3	COG5398	Heme oxygenase	238
2837243742	605	97.8	6	604	7	585	5.4e-101	336	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2837243743	751	84.35	15	393	32	376	7.6e-11	38.9	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2837243744	396	95.6	6	389	11	401	2.1e-29	100.5	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2837243745	414	73.59	14	410	88	388	1.8e-37	126.9	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2837243746	369	77.75	16	368	90	407	6.1e-38	128.8	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2837243750	283	98.57	1	282	3	277	2.0e-128	424.5	COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	279
2837243752	276	34.41	7	103	3	87	2.7e-67	83.5	COG1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	247
2837243752	276	61.54	107	275	91	242	2.7e-67	138.4	COG1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	247
2837243754	187	94.71	14	181	6	166	1.4e-49	164.9	COG1778	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases	170
2837243755	328	96.32	192	323	7	163	1.8e-15	54.1	COG0517	CBS domain	117
2837243755	328	97.03	1	204	5	200	2.5e-60	200.4	COG0794	D-arabinose 5-phosphate isomerase GutQ	202
2837243756	358	70.42	9	353	114	401	9.4e-11	39.4	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2837243758	424	62.89	14	344	21	281	6.3e-45	150.2	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	412
2837243759	481	48.46	24	363	74	341	7.8e-06	20.3	COG5305	Uncharacterized membrane protein	552
2837243763	803	98.21	5	700	2	660	0.0e+00	726.9	COG0210	Superfamily I DNA or RNA helicase	655
2837243768	721	6.65	659	714	290	312	1.7e-27	5.7	COG0709	Selenophosphate synthase	346
2837243768	721	22.68	207	361	258	350	6.2e-31	44.2	COG1252	NADH dehydrogenase, FAD-containing subunit	405
2837243768	721	43.41	3	192	4	181	6.2e-31	58.3	COG1252	NADH dehydrogenase, FAD-containing subunit	405
2837243768	721	62.14	393	658	58	272	1.7e-27	85.8	COG0709	Selenophosphate synthase	346
2837243771	347	99.39	2	343	2	328	2.4e-125	414.9	COG1087	UDP-glucose 4-epimerase	329
2837243772	583	38.92	12	228	11	191	7.6e-30	69.7	COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	458
2837243772	583	44.3	247	449	256	461	7.6e-30	31.1	COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	458
2837243773	413	36.55	300	404	134	224	1.5e-38	21.4	COG1596	Periplasmic protein involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	239
2837243773	413	75.9	22	300	28	216	1.5e-38	110	COG1596	Periplasmic protein involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	239
2837243774	391	99.13	12	360	3	343	0.0e+00	569.2	COG1089	GDP-D-mannose dehydratase	345
2837243775	323	98.44	8	318	3	318	4.5e-67	223.9	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2837243776	599	95.78	12	598	10	576	1.2e-96	321.7	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2837243777	339	55.41	2	332	262	594	2.3e-104	347.2	COG1086	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	588
2837243778	278	66.67	2	271	123	372	2.1e-75	251.2	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	374
2837243779	232	95.61	1	229	4	221	5.4e-57	190	COG1083	CMP-N-acetylneuraminic acid synthetase	228
2837243780	228	88.21	1	222	11	227	5.1e-41	138.1	COG2120	N-acetylglucosaminyl deacetylase, LmbE family	237
2837243781	554	17.61	2	73	2	57	2.3e-49	42.6	COG3980	Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase	318
2837243781	554	71.7	84	361	73	300	2.3e-49	120.9	COG3980	Spore coat polysaccharide biosynthesis protein SpsG, predicted glycosyltransferase	318
2837243781	554	77.01	362	533	13	156	3.3e-09	33.5	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2837243782	158	44.48	1	157	106	242	1.0e-16	58.4	COG0223	Methionyl-tRNA formyltransferase	307
2837243783	156	45.13	2	148	112	250	1.4e-06	24.6	COG0223	Methionyl-tRNA formyltransferase	307
2837243784	349	99.14	2	349	2	345	8.9e-121	400.1	COG2089	Sialic acid synthase SpsE, contains C-terminal SAF domain	347
2837243787	211	51.41	2	161	131	276	2.6e-26	90.1	COG2801	Transposase InsO and inactivated derivatives	232
2837243791	38	29.06	1	36	28	61	2.4e-04	18.7	COG2963	Transposase and inactivated derivatives	116
2837243793	151	33.59	1	146	65	197	3.1e-42	141.9	COG3328	Transposase (or an inactivated derivative)	379
2837243794	181	41.41	1	172	225	388	1.1e-43	146.8	COG3328	Transposase (or an inactivated derivative)	379
2837243795	273	51.76	2	265	63	224	1.3e-18	64.2	COG1216	Glycosyltransferase, GT2 family	305
2837243797	243	72.39	1	230	84	319	9.5e-38	126.9	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	319
2837243798	636	98.67	24	636	3	595	0.0e+00	599.3	COG1086	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	588
2837243799	356	96.29	12	356	2	338	0.0e+00	445.4	COG1088	dTDP-D-glucose 4,6-dehydratase	340
2837243800	314	98.58	5	302	2	279	1.5e-79	264	COG1091	dTDP-4-dehydrorhamnose reductase	281
2837243801	196	93.79	9	187	11	176	3.4e-62	206.1	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	173
2837243802	346	99.31	40	328	1	289	6.7e-119	393.3	COG1209	dTDP-glucose pyrophosphorylase	286
2837243804	99	66.67	1	99	8	101	1.3e-10	39.4	COG1848	Predicted nucleic acid-binding protein, contains PIN domain	140
2837243806	77	75.34	4	77	9	63	5.3e-09	33.1	COG1598	Predicted nuclease of the RNAse H fold, HicB family	73
2837243807	105	95.45	1	67	3	65	2.9e-13	46.3	COG1724	Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family	66
2837243809	114	95.5	4	113	4	109	4.3e-13	46.6	COG2337	mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	112
2837243810	75	48.19	1	61	3	42	1.3e-10	38.1	COG3905	Predicted transcriptional regulator	83
2837243811	84	47.56	3	74	8	46	1.1e-02	13.7	COG4423	Uncharacterized protein	81
2837243812	135	93.33	2	127	2	127	1.5e-12	45.1	COG2402	Predicted nucleic acid-binding protein, contains PIN domain	135
2837243822	432	97.92	1	429	1	423	4.7e-125	414.6	COG0124	Histidyl-tRNA synthetase	429
2837243824	478	99.28	7	461	3	417	2.4e-101	336.5	COG1004	UDP-glucose 6-dehydrogenase	414
2837243825	350	98.75	2	346	3	319	2.5e-87	290.4	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2837243826	154	25.93	57	151	58	92	9.7e-04	15.1	COG3791	Uncharacterized conserved protein	133
2837243831	330	92.04	7	330	20	331	2.4e-81	270.3	COG4447	Uncharacterized protein related to plant photosystem II stability/assembly factor	339
2837243832	134	92.73	33	88	2	52	1.8e-16	56.4	COG1773	Rubredoxin	55
2837243833	120	95.9	1	120	5	121	6.6e-42	139.6	COG0838	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	123
2837243834	259	87.11	31	220	13	181	1.2e-75	249.9	COG0377	NADH:ubiquinone oxidoreductase 20 kD subunit (chhain B) or related Fe-S oxidoreductase	194
2837243835	186	60.56	29	186	52	160	1.8e-37	126.2	COG0852	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)	176
2837243837	476	98.13	136	461	3	317	5.2e-90	298.6	COG0391	Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family	323
2837243838	274	95.06	13	274	5	254	4.9e-72	239.4	COG1127	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF	263
2837243839	294	68.38	1	262	1	253	7.7e-27	91.4	COG1463	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic component MlaD	359
2837243840	727	91.96	7	438	7	395	4.1e-109	362.1	COG1239	Mg-chelatase subunit ChlI	423
