gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2606885674	409	29.9	22	408	1	418	4.0e-34	139	COG0577	ABC-type antimicrobial peptide transport system, permease component	419
2606885675	483	53.36	7	474	4	477	0.0e+00	577	COG0469	Pyruvate kinase	477
2606885676	109	29	1	96	6	95	1.0e-06	45	COG1694	NTP pyrophosphatase, house-cleaning of non-canonical NTPs	102
2606885678	98	40	9	93	11	95	6.0e-08	49	COG0762	Uncharacterized conserved protein YggT, Ycf19 family	96
2606885679	165	32.03	5	150	8	158	6.0e-21	93.8	COG1386	Chromosome segregation and condensation protein ScpB	184
2606885680	509	52.03	1	340	5	347	2.0e-125	442	COG1171	Threonine dehydratase	347
2606885681	643	54.23	1	626	3	623	0.0e+00	849	COG1154	Deoxyxylulose-5-phosphate synthase	627
2606885682	412	23.66	4	411	7	386	1.0e-35	144	COG0644	Dehydrogenase (flavoprotein)	396
2606885686	351	27.37	9	347	3	374	1.0e-33	137	COG2327	Polysaccharide pyruvyl transferase family protein WcaK	385
2606885687	324	47.34	1	317	2	338	8.0e-103	366	COG3839	ABC-type sugar transport system, ATPase component	338
2606885688	279	36.79	1	278	3	281	1.0e-47	183	COG0395	ABC-type glycerol-3-phosphate transport system, permease component	281
2606885689	288	41.88	4	279	14	289	2.0e-48	185	COG1175	ABC-type sugar transport system, permease component	295
2606885690	433	23.22	1	421	2	432	1.0e-28	121	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	433
2606885691	498	32.65	5	491	14	478	9.0e-118	417	COG0380	Trehalose-6-phosphate synthase	486
2606885692	186	44.3	32	181	4	156	3.0e-45	174	COG1225	Peroxiredoxin	157
2606885693	78	50.79	1	63	1	63	2.0e-14	70.7	COG0227	Ribosomal protein L28	77
2606885694	634	32.47	6	631	5	623	0.0e+00	461	COG0326	Molecular chaperone, HSP90 family	623
2606885697	392	23.99	1	383	2	385	1.0e-38	154	COG0124	Histidyl-tRNA synthetase	429
2606885698	295	44.71	24	274	5	259	3.0e-59	222	COG0483	Archaeal fructose-1,6-bisphosphatase or related enzyme of inositol monophosphatase family	260
2606885699	125	26.47	7	103	1	102	2.0e-11	61.2	COG0633	Ferredoxin	102
2606885704	272	59.92	12	272	2	253	1.0e-117	415	COG1117	ABC-type phosphate transport system, ATPase component	253
2606885705	304	45.96	23	304	12	290	3.0e-60	225	COG0581	ABC-type phosphate transport system, permease component	292
2606885706	312	42.9	1	312	1	310	7.0e-70	257	COG0573	ABC-type phosphate transport system, permease component	310
2606885707	663	50.51	1	593	4	568	0.0e+00	579	COG0443	Molecular chaperone DnaK (HSP70)	579
2606885710	316	53.06	14	307	1	294	5.0e-98	351	COG2103	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase	298
2606885711	303	39.04	11	257	17	262	3.0e-65	242	COG0005	Purine nucleoside phosphorylase	262
2606885712	147	48.65	4	146	2	143	1.0e-43	168	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
2606885713	523	62.05	2	196	12	203	6.0e-79	288	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	203
2606885714	360	42.61	11	360	4	349	3.0e-101	362	COG0002	N-acetyl-gamma-glutamylphosphate reductase	349
2606885715	186	47.75	1	178	6	183	1.0e-58	219	COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	200
2606885717	565	31.91	32	538	28	525	1.0e-81	297	COG3975	Predicted metalloprotease, contains C-terminal PDZ domain	558
2606885720	565	36.53	62	501	3	429	2.0e-86	313	COG0166	Glucose-6-phosphate isomerase	446
2606885721	884	50.12	29	883	2	813	0.0e+00	1028	COG0495	Leucyl-tRNA synthetase	814
2606885723	355	41.79	2	280	1	270	1.0e-75	277	COG0253	Diaminopimelate epimerase	272
2606885724	390	38.96	6	382	3	375	2.0e-86	313	COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme	386
2606885727	440	26.73	61	423	37	462	2.0e-38	154	COG2027	D-alanyl-D-alanine carboxypeptidase	470
2606885729	163	57.32	1	157	3	159	6.0e-59	220	COG0669	Phosphopantetheine adenylyltransferase	159
2606885730	160	33.1	1	141	2	143	5.0e-26	110	COG1853	NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family	176
2606885731	679	40.51	32	656	2	581	0.0e+00	562	COG0322	Excinuclease UvrABC, nuclease subunit	581
2606885733	495	37.01	5	494	7	502	5.0e-118	418	COG3046	Uncharacterized protein related to deoxyribodipyrimidine photolyase	505
2606885734	190	40.13	1	150	1	147	9.0e-35	139	COG1981	Uncharacterized membrane protein	149
2606885735	215	22.97	21	209	52	255	8.0e-12	63.9	COG0613	Predicted metal-dependent phosphoesterase TrpH, contains PHP domain	258
2606885737	1256	34.49	5	1242	4	1249	0.0e+00	911	COG1429	Cobalamin biosynthesis protein CobN, Mg-chelatase	1388
2606885738	304	37.67	6	290	2	283	2.0e-54	206	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	284
2606885739	1208	42.08	344	1208	10	842	0.0e+00	886	COG1410	Methionine synthase I, cobalamin-binding domain	842
2606885742	131	57.89	13	126	10	123	2.0e-38	150	COG3651	Uncharacterized conserved protein, DUF2237 family	125
2606885743	242	22.27	13	239	8	236	7.0e-16	78	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2606885746	279	33.9	4	274	12	294	9.0e-38	150	COG4360	ATP adenylyltransferase (5',5'''-P-1,P-4-tetraphosphate phosphorylase II)	298
2606885747	206	23.28	3	206	17	247	3.0e-24	105	COG1191	DNA-directed RNA polymerase specialized sigma subunit	247
2606885752	469	34.39	17	456	4	432	5.0e-96	345	COG2265	tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family	432
2606885753	807	35.2	148	806	1	650	0.0e+00	488	COG0072	Phenylalanyl-tRNA synthetase beta subunit	650
2606885754	73	52.94	1	66	8	75	4.0e-18	83	COG0238	Ribosomal protein S18	75
2606885755	674	23.05	136	673	113	703	1.0e-64	241	COG0557	Exoribonuclease R	706
2606885757	514	41.76	1	512	5	548	0.0e+00	528	COG0143	Methionyl-tRNA synthetase	558
2606885761	223	20.26	1	223	1	222	8.0e-14	70.8	COG1512	Uncharacterized membrane protein YgcG, contains a TPM-fold domain	271
2606885763	186	38.64	12	179	1	174	9.0e-34	136	COG2087	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	175
2606885764	166	45.16	10	163	3	149	1.0e-45	175	COG0219	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain	155
2606885765	358	33.96	147	358	2	269	6.0e-32	131	COG0739	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain	277
2606885768	200	58.73	7	194	3	190	5.0e-74	270	COG0450	Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)	194
2606885769	932	34.83	141	908	87	831	0.0e+00	548	COG1615	Uncharacterized membrane protein, UPF0182 family	885
2606885770	583	49.3	14	579	23	587	0.0e+00	574	COG0465	ATP-dependent Zn proteases	596
2606885771	58	37.21	1	43	1	42	1.0e-03	35.2	COG0333	Ribosomal protein L32	57
2606885772	313	31.09	47	275	22	258	9.0e-27	114	COG4240	Pantothenate kinase-related protein Tda10 (topoisomerase I damage affected protein)	300
2606885774	251	31.78	4	217	2	207	1.0e-24	107	COG0637	Beta-phosphoglucomutase or related phosphatase, HAD superfamily	221
2606885775	618	35.8	28	510	1	472	4.0e-91	329	COG0608	Single-stranded DNA-specific exonuclease, DHH superfamily, may be involved in archaeal DNA replication intiation	491
2606885779	784	26.34	13	759	16	703	1.0e-69	258	COG0557	Exoribonuclease R	706
2606885780	202	41	1	200	2	189	2.0e-62	231	COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	191
2606885784	470	33.98	11	470	3	454	1.0e-89	323	COG0312	Predicted Zn-dependent protease or its inactivated homolog	454
2606885785	455	28.7	16	454	8	454	4.0e-55	209	COG0312	Predicted Zn-dependent protease or its inactivated homolog	454
2606885786	338	39.7	1	333	2	307	2.0e-78	286	COG0223	Methionyl-tRNA formyltransferase	307
2606885789	246	28.08	21	211	15	216	4.0e-26	111	COG0861	Membrane protein TerC, possibly involved in tellurium resistance	254
2606885793	1192	41.36	27	1169	10	1135	0.0e+00	1132	COG1197	Transcription-repair coupling factor (superfamily II helicase)	1139
2606885795	444	42.86	50	423	12	380	3.0e-92	332	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	406
2606885796	401	46.02	12	397	1	356	1.0e-125	443	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE	361
2606885797	187	40.98	12	184	20	199	3.0e-38	151	COG1573	Uracil-DNA glycosylase	202
2606885799	393	42.78	10	393	1	392	9.0e-103	367	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2606885800	307	27.33	10	305	8	296	3.0e-41	162	COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component	299
2606885801	234	35.65	14	233	18	246	2.0e-41	162	COG3638	ABC-type phosphate/phosphonate transport system, ATPase component	258
2606885802	509	25	36	258	61	280	4.0e-18	86.5	COG3639	ABC-type phosphate/phosphonate transport system, permease component	283
2606885803	223	23.74	4	212	9	216	9.0e-10	57.2	COG2755	Lysophospholipase L1 or related esterase	216
2606885808	260	31.15	1	244	9	241	9.0e-38	150	COG1836	Uncharacterized membrane protein	247
2606885810	259	31.47	22	244	5	235	4.0e-38	151	COG1385	16S rRNA U1498 N3-methylase RsmE	246
2606885812	212	34.56	1	205	3	217	5.0e-37	147	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2	235
2606885813	305	36.73	1	294	3	283	6.0e-66	244	COG1281	Redox-regulated molecular chaperone, HSP33 family	286
2606885816	548	53.61	16	539	5	528	0.0e+00	755	COG4108	Peptide chain release factor RF-3	528
2606885825	156	22.61	27	140	2	114	2.0e-04	39	COG1917	Cupin domain protein related to quercetin dioxygenase	131
2606885835	154	25.23	1	104	2	104	2.0e-03	35.8	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase	138
2606885837	231	27.44	1	207	4	214	5.0e-29	121	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2606885838	182	37.91	1	178	14	194	2.0e-35	142	COG1611	Predicted Rossmann fold nucleotide-binding protein	205
2606885839	280	22.56	1	257	61	304	3.0e-12	66.1	COG3204	Uncharacterized protein YjiK	316
2606885842	369	34.55	5	354	1	323	2.0e-61	229	COG0523	GTPase, G3E family	323
2606885844	203	31.22	3	190	2	201	4.0e-28	117	COG0035	Uracil phosphoribosyltransferase	210
2606885846	557	53.1	1	557	10	574	0.0e+00	713	COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	575
2606885849	237	31.56	4	237	1	236	3.0e-40	158	COG0363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	238
2606885850	485	51.27	14	485	1	469	0.0e+00	629	COG0362	6-phosphogluconate dehydrogenase	473
2606885851	431	39.22	1	431	3	393	4.0e-117	415	COG0448	ADP-glucose pyrophosphorylase	393
2606885852	432	41.8	1	432	1	414	9.0e-106	377	COG0373	Glutamyl-tRNA reductase	414
2606885853	334	49.54	2	326	2	324	3.0e-110	391	COG1494	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein	332
2606885854	221	54.38	4	220	2	217	1.0e-84	306	COG0036	Pentose-5-phosphate-3-epimerase	220
2606885856	303	36.27	11	300	2	280	2.0e-25	110	COG0755	ABC-type transport system involved in cytochrome c biogenesis, permease component	281
2606885857	384	26.46	12	384	1	363	1.0e-37	150	COG0795	Lipopolysaccharide export LptBFGC system, permease protein LptF	364
2606885858	242	53.28	1	242	3	243	4.0e-90	324	COG1137	ABC-type lipopolysaccharide export system, ATPase component	243
2606885861	600	64.37	6	600	3	597	0.0e+00	965	COG1217	Predicted membrane GTPase involved in stress response	603
2606885862	851	39.6	4	342	7	347	3.0e-82	300	COG0826	Collagenase-like protease, PrtC family	347
2606885864	452	27.4	1	413	3	396	2.0e-46	180	COG0644	Dehydrogenase (flavoprotein)	396
2606885866	720	40.69	2	719	3	690	0.0e+00	619	COG0751	Glycyl-tRNA synthetase, beta subunit	691
2606885867	580	33.27	12	569	7	502	3.0e-106	379	COG0155	Sulfite reductase, beta subunit (hemoprotein)	510
2606885868	236	28.84	9	221	1	207	3.0e-28	118	COG2173	D-alanyl-D-alanine dipeptidase	211
2606885869	773	48.28	69	761	3	677	0.0e+00	758	COG1200	RecG-like helicase	677
2606885872	239	54.39	1	239	1	238	9.0e-91	326	COG0052	Ribosomal protein S2	252
2606885873	310	24.29	1	254	3	269	9.0e-24	104	COG1216	Glycosyltransferase, GT2 family	305
2606885875	246	40.83	23	239	2	218	6.0e-64	237	COG1136	ABC-type lipoprotein export system, ATPase component	226
2606885876	389	16.91	23	389	3	416	1.0e-18	87.5	COG0577	ABC-type antimicrobial peptide transport system, permease component	419
2606885879	396	30.29	1	344	33	381	2.0e-55	210	COG0612	Predicted Zn-dependent peptidase	438
2606885880	400	22.64	1	392	39	438	1.0e-39	157	COG0612	Predicted Zn-dependent peptidase	438
2606885882	175	31.1	11	172	21	183	9.0e-11	60.2	COG1268	Biotin transporter BioY	184
2606885883	158	39.6	6	150	9	157	6.0e-23	100	COG0597	Lipoprotein signal peptidase	167
2606885884	707	38.4	115	702	21	600	7.0e-127	448	COG0744	Membrane carboxypeptidase (penicillin-binding protein)	661
2606885885	529	24.74	133	326	8	200	4.0e-12	66.5	COG1100	GTPase SAR1 family domain	219
2606885886	413	29.02	15	409	39	445	3.0e-54	205	COG0076	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	460
2606885887	147	45.39	1	141	12	152	2.0e-34	138	COG0590	tRNA(Arg) A34 adenosine deaminase TadA	152
2606885888	394	45.33	23	385	3	363	4.0e-113	401	COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	383
2606885890	473	44.51	4	472	2	442	0.0e+00	498	COG0174	Glutamine synthetase	443
2606885891	389	22.71	176	384	21	238	5.0e-18	85.7	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	238
2606885897	347	40.41	21	259	17	250	3.0e-33	135	COG2603	tRNA 2-selenouridine synthase SelU, contains rhodanese domain	334
2606885899	348	29.02	1	347	23	355	1.0e-25	110	COG0628	Predicted PurR-regulated permease PerM	355
2606885900	329	31.86	1	328	12	349	3.0e-23	102	COG0628	Predicted PurR-regulated permease PerM	355
2606885903	328	33.98	17	323	10	289	6.0e-55	208	COG0341	Preprotein translocase subunit SecF	305
2606885904	495	40.62	29	481	107	504	2.0e-86	313	COG0342	Preprotein translocase subunit SecD	506
2606885905	327	54.23	6	323	4	322	9.0e-130	456	COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	324
2606885907	307	38.54	1	297	3	287	2.0e-61	229	COG1947	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	289
2606885908	274	40	8	272	4	256	1.0e-61	230	COG0030	16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity)	259
2606885909	136	36.9	22	105	4	86	2.0e-15	74.9	COG0792	Predicted endonuclease distantly related to archaeal Holliday junction resolvase	114
2606885912	134	38.51	1	133	8	155	2.0e-31	128	COG1576	23S rRNA pseudoU1915 N3-methylase RlmH	155
2606885917	424	28.53	6	339	4	332	2.0e-48	187	COG0389	Nucleotidyltransferase/DNA polymerase involved in DNA repair	354
2606885920	686	38.63	5	507	1	490	2.0e-106	380	COG0358	DNA primase (bacterial type)	568
2606885921	302	24.3	53	300	45	292	3.0e-06	46	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2606885923	205	36.65	12	201	17	201	3.0e-42	165	COG0632	Holliday junction resolvasome RuvABC DNA-binding subunit	201
2606885924	89	46.59	1	88	1	88	3.0e-21	93.3	COG0184	Ribosomal protein S15P/S13E	89
2606885926	1172	49.09	1	1144	2	1121	0.0e+00	1257	COG0587	DNA polymerase III, alpha subunit	1139
2606885927	491	54.88	1	485	2	474	0.0e+00	527	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	475
2606885929	336	40.93	4	217	50	260	2.0e-54	206	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	260
2606885931	143	41.53	14	127	10	124	2.0e-21	95	COG1939	23S rRNA maturation mini-RNase III	132
2606885932	128	33.02	23	126	9	114	2.0e-12	64.7	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
2606885933	398	52.39	23	395	3	367	0.0e+00	500	COG0505	Carbamoylphosphate synthase small subunit	368
2606885934	351	46.73	8	343	2	334	9.0e-94	337	COG0547	Anthranilate phosphoribosyltransferase	338
2606885935	598	33.99	28	588	13	565	7.0e-109	388	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2606885937	237	50	33	191	4	160	6.0e-59	220	COG0225	Peptide methionine sulfoxide reductase MsrA	174
2606885940	328	29.6	7	315	15	317	5.0e-42	165	COG0226	ABC-type phosphate transport system, periplasmic component	318
2606885942	285	22.22	48	263	7	229	5.0e-15	75.2	COG0847	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	243
2606885943	151	40.13	1	151	2	157	5.0e-41	160	COG1225	Peroxiredoxin	157
2606885945	673	47.54	94	661	1	528	0.0e+00	682	COG0365	Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	528
2606885946	219	30.05	7	215	4	212	1.0e-32	133	COG0637	Beta-phosphoglucomutase or related phosphatase, HAD superfamily	221
2606885947	323	38.82	6	323	2	322	2.0e-66	246	COG0142	Geranylgeranyl pyrophosphate synthase	322
2606885948	262	42.02	1	253	4	259	4.0e-63	235	COG0796	Glutamate racemase	269
2606885949	364	38.73	170	361	30	230	5.0e-44	172	COG0860	N-acetylmuramoyl-L-alanine amidase	231
2606885950	273	37.09	4	272	3	266	1.0e-49	189	COG0388	Predicted amidohydrolase	274
2606885951	232	39.74	4	232	13	228	2.0e-46	178	COG2045	Phosphosulfolactate phosphohydrolase or related enzyme	230
2606885952	542	48.97	31	516	2	477	0.0e+00	574	COG0043	3-polyprenyl-4-hydroxybenzoate decarboxylase	477
2606885954	375	42.41	1	374	61	425	1.0e-97	349	COG0128	5-enolpyruvylshikimate-3-phosphate synthase	428
2606885955	344	24.22	36	242	12	234	6.0e-11	61.9	COG4121	tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC	252
2606885956	450	50.88	1	448	2	455	0.0e+00	584	COG1207	Bifunctional protein GlmU, N-acetylglucosamine-1-phosphate-uridyltransferase/glucosamine-1-phosphate-acetyltransferase	460
2606885957	449	39.25	1	446	1	448	9.0e-98	350	COG0770	UDP-N-acetylmuramyl pentapeptide synthase	451
2606885959	513	44.23	1	452	1	476	0.0e+00	490	COG0297	Glycogen synthase	487
2606885961	289	67.87	15	289	9	282	5.0e-122	430	COG0447	1,4-Dihydroxy-2-naphthoyl-CoA synthase	282
2606885962	568	34.39	1	557	15	557	1.0e-85	311	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	566
2606885963	196	24.85	14	176	8	146	1.0e-10	60	COG0681	Signal peptidase I	166
2606885965	242	22.08	1	235	3	240	8.0e-25	107	COG1385	16S rRNA U1498 N3-methylase RsmE	246
2606885967	363	30.79	1	360	1	351	3.0e-63	235	COG3424	Predicted naringenin-chalcone synthase	356
2606885968	381	24.23	6	324	5	320	3.0e-27	116	COG0644	Dehydrogenase (flavoprotein)	396
2606885971	271	19.33	105	252	32	153	8.0e-05	41.2	COG0639	Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family	155
2606885973	227	21.15	3	173	5	230	3.0e-13	69.1	COG1192	Cellulose biosynthesis protein BcsQ	259
