gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2910013434	537	88.78	104	529	44	399	6.6e-74	242	COG2385	Peptidoglycan hydrolase (amidase) enhancer domain	397
2910013435	467	62.18	72	456	60	373	6.5e-45	147.3	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	439
2910013436	629	92.82	3	621	2	544	0.0e+00	574.3	COG2812	DNA polymerase III, gamma/tau subunits	515
2910013438	451	96.82	11	450	1	396	0.0e+00	617.4	COG1219	ATP-dependent protease Clp, ATPase subunit	408
2910013439	229	94.5	29	224	4	192	1.6e-83	272.9	COG0740	ATP-dependent protease ClpP, protease subunit	200
2910013440	449	97.77	1	449	2	439	1.4e-109	360.5	COG0544	FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor)	441
2910013441	343	99.4	11	340	2	335	8.8e-115	377.3	COG0136	Aspartate-semialdehyde dehydrogenase	334
2910013442	302	97.32	8	302	4	294	3.8e-98	321.6	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2910013443	683	99.45	5	568	3	546	0.0e+00	589.7	COG0595	mRNA degradation ribonuclease J1/J2	555
2910013445	351	79.55	33	311	13	257	1.4e-45	149.1	COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	298
2910013447	144	92.5	3	131	3	113	1.3e-13	44.3	COG1950	Uncharacterized membrane protein YvlD, DUF360 family	120
2910013448	679	99.1	1	678	4	660	0.0e+00	1045.3	COG0556	Excinuclease UvrABC helicase subunit UvrB	663
2910013449	605	34.09	420	589	291	441	0.0e+00	89.3	COG0527	Aspartokinase	447
2910013449	605	99.77	6	418	1	442	0.0e+00	420.6	COG0527	Aspartokinase	447
2910013450	294	22.35	214	291	193	249	1.3e-32	12.4	COG1462	Curli biogenesis system outer membrane secretion channel CsgG	252
2910013450	294	57.65	42	223	47	193	1.3e-32	95.2	COG1462	Curli biogenesis system outer membrane secretion channel CsgG	252
2910013451	326	89.82	1	322	16	315	7.1e-36	117.5	COG1466	DNA polymerase III, delta subunit	334
2910013452	187	82.94	1	187	33	207	1.3e-48	158.9	COG2082	Precorrin isomerase	210
2910013453	909	93.68	92	909	4	803	0.0e+00	875.4	COG0249	DNA mismatch repair ATPase MutS	843
2910013454	62	4.53	1	59	12	65	1.9e-02	6.4	COG3523	Type VI protein secretion system component VasK	1188
2910013455	160	99.34	1	156	1	151	2.3e-55	180.3	COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	152
2910013458	201	42.12	15	179	11	125	9.3e-13	41.5	COG2514	Catechol-2,3-dioxygenase	265
2910013459	151	47.09	7	144	76	164	1.7e-09	31.5	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2910013460	369	93.4	4	369	10	391	2.6e-33	109.9	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2910013461	953	93.69	1	951	5	791	0.0e+00	1218.9	COG0653	Preprotein translocase subunit SecA (ATPase, RNA helicase)	822
2910013463	310	99.31	5	293	1	289	6.0e-119	389.9	COG1209	dTDP-glucose pyrophosphorylase	286
2910013464	205	94.35	8	197	10	176	5.4e-62	201.7	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	173
2910013465	299	99.29	1	298	1	280	3.4e-83	272.6	COG1091	dTDP-4-dehydrorhamnose reductase	281
2910013466	452	84	247	452	33	221	1.5e-66	217	COG2148	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	226
2910013467	367	96.57	11	358	1	338	0.0e+00	455.1	COG1088	dTDP-D-glucose 4,6-dehydratase	340
2910013468	289	77.32	20	279	34	275	5.0e-17	52.8	COG1216	Glycosyltransferase, GT2 family	305
2910013470	637	29.53	346	580	3	108	9.4e-38	64	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2910013470	637	34.54	89	327	5	128	9.4e-38	59	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2910013471	266	39.07	11	246	110	218	6.9e-06	20.3	COG0500	SAM-dependent methyltransferase	257
2910013472	244	86.92	4	244	31	236	6.9e-26	84.5	COG3510	Cephalosporin hydroxylase	237
2910013473	457	96.02	8	251	2	242	1.8e-87	286.3	COG1134	ABC-type polysaccharide/polyol phosphate transport system, ATPase component	249
2910013474	269	99.25	1	269	3	265	1.1e-64	211.8	COG1682	ABC-type polysaccharide/polyol phosphate export permease	263
2910013475	245	86.73	1	193	7	176	9.0e-75	243.8	COG1045	Serine acetyltransferase	194
2910013476	338	97.6	11	142	2	123	1.5e-32	105.1	COG1725	DNA-binding transcriptional regulator YhcF, GntR family	125
2910013477	259	89.03	21	258	18	228	1.9e-36	119.1	COG0412	Dienelactone hydrolase	236
2910013478	212	94.89	9	183	8	174	1.4e-71	233.1	COG0290	Translation initiation factor IF-3	176
2910013479	314	94.81	19	314	3	294	2.5e-89	292.9	COG0324	tRNA A37 N6-isopentenylltransferase MiaA	308
2910013480	655	99.22	6	653	3	638	0.0e+00	1034	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2910013482	136	93.65	6	132	4	121	4.9e-26	84.7	COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	126
2910013483	131	96.83	17	129	3	124	1.6e-22	73.1	COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	126
2910013484	159	97.53	1	159	4	161	7.8e-56	181.5	COG0386	Glutathione peroxidase, house-cleaning role in reducing lipid peroxides	162
2910013485	484	97.8	14	466	9	452	0.0e+00	492.6	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	451
2910013486	335	95.01	19	333	8	331	2.7e-100	329.6	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2910013487	311	95.25	10	309	10	290	1.4e-38	126.6	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2910013488	1084	99.8	2	1075	2	1013	0.0e+00	947.7	COG0841	Multidrug efflux pump subunit AcrB	1009
2910013489	367	94.62	1	367	18	386	1.0e-33	110.6	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2910013490	530	31.29	474	527	31	81	5.8e-11	3.9	COG5126	Ca2+-binding protein, EF-hand superfamily	160
2910013490	530	40.49	377	462	94	159	5.8e-11	30.1	COG5126	Ca2+-binding protein, EF-hand superfamily	160
2910013490	530	88.71	40	332	14	296	9.3e-39	126.5	COG4413	Urea transporter	319
2910013491	500	84.66	1	146	22	159	5.3e-17	54.5	COG5126	Ca2+-binding protein, EF-hand superfamily	160
2910013491	500	88.67	157	489	24	297	1.5e-53	175.2	COG0010	Arginase family enzyme	305
2910013493	428	97.06	4	428	6	401	8.7e-49	160.3	COG1819	UDP:flavonoid glycosyltransferase YjiC, YdhE family	406
2910013494	763	93.95	24	756	44	804	2.3e-92	303.6	COG0243	Anaerobic selenocysteine-containing dehydrogenase	765
2910013496	151	22.94	1	141	196	270	2.2e-07	24	COG3173	Predicted  kinase, aminoglycoside phosphotransferase (APT) family	321
2910013497	626	90.53	1	600	60	652	0.0e+00	798.1	COG2015	Alkyl sulfatase BDS1 and related hydrolases, metallo-beta-lactamase superfamily	655
2910013499	146	77.86	1	113	7	108	2.4e-17	56.5	COG1917	Cupin domain protein related to quercetin dioxygenase	131
2910013500	321	90.83	12	316	13	309	2.0e-49	161.7	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	322
2910013501	586	62.8	365	583	28	233	4.8e-115	72	COG2376	Dihydroxyacetone kinase	323
2910013501	586	99.09	1	332	2	326	4.8e-115	303.7	COG2376	Dihydroxyacetone kinase	323
2910013502	383	96.05	3	379	12	351	2.5e-88	290.4	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	342
2910013503	330	99.05	10	330	1	313	2.4e-61	201.1	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2910013504	180	91.12	1	173	1	154	1.1e-43	142.2	COG0242	Peptide deformylase	168
2910013505	177	53.48	1	171	127	295	3.0e-30	98.9	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2910013508	451	83.18	18	441	64	434	1.5e-70	231.6	COG0174	Glutamine synthetase	443
2910013510	485	96.4	4	481	3	484	7.6e-78	255.7	COG0591	Na+/proline symporter	493
2910013511	174	91.28	22	171	2	137	9.9e-38	122.8	COG0802	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE	149
2910013512	475	99.52	12	467	3	419	0.0e+00	651.4	COG0499	S-adenosylhomocysteine hydrolase	420
2910013514	219	92.31	4	219	13	204	5.9e-52	169.7	COG0586	Uncharacterized membrane protein DedA, SNARE-associated domain	208
2910013515	126	71.93	1	125	1	123	3.3e-32	105.9	COG0629	Single-stranded DNA-binding protein	167
2910013516	381	97.95	31	371	4	337	0.0e+00	441.4	COG1077	Actin-like ATPase involved in cell morphogenesis	342
2910013517	247	57.34	56	233	81	244	9.4e-32	103.5	COG1792	Cell shape-determining protein MreC	284
2910013518	167	38.32	2	154	8	71	9.5e-05	15.6	COG2891	Cell shape-determining protein MreD	167
2910013519	452	98.19	20	450	6	440	1.8e-47	156.3	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	433
2910013520	255	97.41	10	245	2	227	4.0e-81	265.3	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2910013521	489	96.66	1	489	17	508	0.0e+00	683.8	COG1190	Lysyl-tRNA synthetase (class II)	502
2910013523	161	55.31	24	159	31	155	7.0e-03	7	COG1842	Phage shock protein A	225
2910013525	330	93.5	17	327	19	320	2.3e-77	253.4	COG4301	Uncharacterized conserved protein, contains predicted SAM-dependent methyltransferase domain	321
2910013526	408	25.53	325	408	246	330	3.1e-45	45.8	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	314
2910013526	408	54.65	84	331	12	193	3.1e-45	106.1	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	314
2910013528	164	94.12	11	164	5	148	7.7e-56	181.6	COG0691	tmRNA-binding protein	153
2910013529	359	96.08	20	356	10	328	0.0e+00	448.4	COG2255	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit	332
2910013530	269	58.15	13	264	133	346	4.7e-21	69.2	COG0457	Tetratricopeptide (TPR) repeat	291
2910013531	391	97.71	6	390	5	388	7.9e-117	384.1	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	392
2910013533	208	43.63	10	207	97	250	1.4e-08	27.6	COG1413	HEAT repeat	335
2910013535	467	98.62	13	443	2	429	0.0e+00	684.2	COG0422	Thiamine biosynthesis protein ThiC	432
2910013537	386	74.93	9	384	5	273	4.6e-17	56	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2910013538	112	69.81	22	111	32	105	2.2e-10	34.6	COG2076	Multidrug transporter EmrE and related cation transporters	106
2910013539	221	23.43	16	190	103	158	3.7e-10	30.8	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	238
2910013540	54	10.6	1	48	298	343	7.4e-27	87.7	COG0422	Thiamine biosynthesis protein ThiC	432
2910013541	110	19.35	1	89	347	430	7.0e-31	101	COG0422	Thiamine biosynthesis protein ThiC	432
2910013542	669	99.25	4	669	5	662	0.0e+00	960.2	COG0021	Transketolase	663
2910013543	414	99.28	4	414	3	413	0.0e+00	513.1	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2910013544	112	98.77	33	112	2	81	2.2e-31	101.5	COG0236	Acyl carrier protein	80
2910013545	81	13.71	35	78	54	77	3.5e-13	25.5	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
2910013545	81	15.43	1	41	52	78	3.5e-13	23.4	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
2910013546	628	100	1	628	1	615	0.0e+00	689.5	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	597
2910013547	483	98.45	349	475	2	128	1.2e-39	127.4	COG0662	Mannose-6-phosphate isomerase, cupin superfamily	127
2910013547	483	99.4	4	340	2	334	1.4e-126	416	COG0836	Mannose-1-phosphate guanylyltransferase	333
2910013548	314	97.82	5	314	5	318	3.8e-74	243.6	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2910013549	375	93.85	2	367	3	338	1.1e-16	54.3	COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	357
2910013550	2178	19.71	544	910	845	1078	0.0e+00	17.5	COG3321	Acyl transferase domain in polyketide synthase (PKS) enzymes	1061
2910013550	2178	42.97	9	546	5	514	0.0e+00	737.4	COG3321	Acyl transferase domain in polyketide synthase (PKS) enzymes	1061
2910013550	2178	85.14	1705	1777	2	64	6.7e-07	20.9	COG3433	Aryl carrier domain	74
2910013550	2178	90.6	1812	2171	2	348	2.1e-71	234.4	COG3320	Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs	382
2910013550	2178	96.68	1089	1414	11	330	5.9e-60	195.5	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2910013552	443	90.08	19	438	8	352	8.5e-04	12.1	COG0477	MFS family permease	338
2910013553	207	70.55	37	175	6	108	1.1e-04	14.9	COG3427	Carbon monoxide dehydrogenase subunit G	146
2910013556	696	23.83	45	132	152	217	1.3e+00	1.3	COG3883	Uncharacterized N-terminal domain of peptidoglycan hydrolase CwlO	265
2910013556	696	28.88	159	282	141	220	1.3e+00	6.1	COG3883	Uncharacterized N-terminal domain of peptidoglycan hydrolase CwlO	265
2910013556	696	78.32	381	647	46	269	2.4e-48	157	COG0489	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	265
2910013557	367	42.57	235	367	133	238	5.6e-44	35.1	COG1596	Periplasmic protein involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	239
2910013557	367	73.9	25	249	40	223	5.6e-44	111.1	COG1596	Periplasmic protein involved in polysaccharide export, contains SLBB domain of the beta-grasp fold	239
2910013558	340	98.44	1	340	4	319	8.3e-92	301.8	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2910013559	454	95.87	6	453	9	426	1.6e-122	402.3	COG0677	UDP-N-acetyl-D-mannosaminuronate dehydrogenase	436
2910013560	600	96.45	13	600	2	572	5.2e-101	332.5	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2910013561	62	13.31	1	49	132	176	4.6e-07	22.7	COG1044	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	338
2910013562	111	47.37	1	107	87	176	1.4e-25	83.7	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2910013563	199	63.16	11	199	58	177	1.2e-29	97	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2910013565	365	96.27	5	365	7	367	3.9e-114	375.2	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	374
2910013566	341	44.29	13	332	3	161	6.9e-18	59.6	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2910013567	400	84.84	2	398	33	379	4.8e-30	99.1	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2910013569	331	75.55	3	326	88	396	7.6e-39	128	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2910013570	398	92.91	2	398	27	406	1.9e-13	44.6	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2910013573	156	34.96	4	151	251	393	2.5e-10	34.4	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2910013575	313	75.58	1	296	6	299	5.5e-29	94.7	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	386
2910013578	392	92.91	3	380	17	396	4.0e-41	135.4	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2910013579	132	85.11	1	126	19	138	2.6e-08	28.4	COG1848	Predicted nucleic acid-binding protein, contains PIN domain	140
2910013580	82	88.1	1	80	1	74	1.7e-16	53.9	COG4118	Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor	84
2910013581	649	24.64	492	648	398	532	0.0e+00	63.4	COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	542
2910013581	649	75.36	1	483	1	413	0.0e+00	376.3	COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	542
2910013582	255	98.27	8	255	1	227	7.1e-28	91.2	COG1434	Uncharacterized SAM-binding protein YcdF, DUF218 family	223
2910013585	114	96.4	5	113	3	109	2.9e-12	40.3	COG2337	mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	112
2910013586	75	49.4	1	58	3	43	7.4e-11	35.4	COG3905	Predicted transcriptional regulator	83
2910013587	90	83.15	12	89	4	77	1.0e-12	42.1	COG3609	Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain	89
2910013588	122	94.95	1	113	4	97	2.7e-12	40.8	COG3668	Plasmid stabilization system protein ParE	98
2910013590	68	42.47	5	66	8	38	1.6e-04	14.7	COG1598	Predicted nuclease of the RNAse H fold, HicB family	73
2910013591	58	83.33	1	58	8	62	7.6e-09	29.2	COG1724	Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family	66
2910013596	113	84.54	6	97	11	92	3.4e-09	30.3	COG1669	Predicted nucleotidyltransferase	97
2910013599	296	97.82	1	295	2	315	3.6e-41	135.3	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2910013600	206	95.05	1	203	6	216	1.3e-19	64.4	COG0546	Phosphoglycolate phosphatase, HAD superfamily	220
2910013601	221	70.08	2	200	59	229	1.1e-10	34.6	COG2227	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase	243
2910013602	66	40.66	1	65	17	53	8.8e-08	26.3	COG2002	Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module	89
2910013603	128	93.18	2	128	3	125	6.2e-16	52.6	COG1487	Predicted nucleic acid-binding protein, contains PIN domain	133
2910013604	114	95.5	5	113	4	109	2.7e-11	37.2	COG2337	mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	112
2910013605	75	49.4	1	58	3	43	5.3e-11	35.8	COG3905	Predicted transcriptional regulator	83
2910013606	72	48.35	1	68	8	51	2.4e-11	37.8	COG2002	Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module	89
2910013607	119	35.14	8	111	18	56	4.9e-05	17.1	COG2337	mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	112
2910013608	131	90.91	1	130	7	126	2.7e-23	76.3	COG2250	HEPN domain	132
2910013609	123	28.91	17	112	17	53	2.3e-12	41.1	COG1708	Predicted nucleotidyltransferase	128
2910013610	112	66.67	1	98	36	129	6.5e-10	33.5	COG1848	Predicted nucleic acid-binding protein, contains PIN domain	140
2910013611	97	59.52	10	88	4	53	6.3e-16	51.9	COG4118	Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor	84
2910013612	134	96.92	4	133	4	129	1.9e-35	115.2	COG3744	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)	130
2910013613	584	97.93	13	584	4	476	1.4e-77	253.8	COG0471	Di- and tricarboxylate transporter	461
2910013614	187	97.7	10	186	4	173	4.0e-42	137.2	COG0806	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	174
2910013616	269	71.3	94	255	43	201	1.2e-09	31.2	COG1226	Voltage-gated potassium channel Kch	212
2910013619	254	88.56	8	244	21	229	1.7e-47	155	COG0571	dsRNA-specific ribonuclease	235
2910013622	127	96.18	5	125	3	128	8.5e-26	84.1	COG1970	Large-conductance mechanosensitive channel	130
2910013625	840	98.27	21	830	13	751	0.0e+00	860.4	COG0058	Glucan phosphorylase	750
2910013626	468	94	30	456	11	386	4.2e-79	259.3	COG0475	Kef-type K+ transport system, membrane component KefB	397
2910013628	306	92.88	11	295	21	294	2.8e-33	109.4	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2910013629	286	94.57	5	286	15	310	2.8e-40	130.6	COG2017	Galactose mutarotase or related enzyme	308
2910013630	410	4.48	315	397	444	464	3.8e-37	.8	COG0277	FAD/FMN-containing dehydrogenase	459
2910013630	410	43.07	2	286	34	235	3.8e-37	119.1	COG0277	FAD/FMN-containing dehydrogenase	459
2910013631	457	99.04	1	455	1	411	2.1e-58	191.6	COG3395	Uncharacterized conserved protein YgbK, DUF1537 family	413
2910013632	424	96.76	3	413	9	396	6.7e-86	282	COG0247	Fe-S oxidoreductase	388
2910013633	474	99.26	10	474	3	407	0.0e+00	567.1	COG0538	Isocitrate dehydrogenase	407
2910013634	317	93.31	5	317	5	339	4.6e-23	76	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2910013635	113	28.02	3	91	48	119	2.5e-05	17.2	COG3394	Predicted glycoside hydrolase or deacetylase ChbG, UPF0249 family	257
2910013636	150	74.1	8	138	4	106	4.4e-14	46.1	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	139
2910013638	237	97.06	3	237	2	232	7.0e-98	320.5	COG5398	Heme oxygenase	238
2910013641	596	98.82	1	596	5	589	2.0e-99	327.3	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2910013642	388	68.7	12	380	91	371	6.7e-10	32.9	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2910013643	321	14.76	67	311	73	125	2.3e-03	11.3	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2910013646	748	78	374	743	88	406	5.0e-69	136.3	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2910013646	748	96.09	1	374	5	397	5.0e-69	89.2	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2910013650	281	97.13	1	279	4	274	1.6e-126	414.4	COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	279
2910013652	272	34.01	3	98	4	87	4.4e-67	79.2	COG1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	247
2910013652	272	61.94	104	272	91	243	4.4e-67	138.6	COG1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	247
