gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2507313765	683	44.44	15	570	9	555	0.0e+00	573	COG0595	mRNA degradation ribonuclease J1/J2	555
2507313767	601	43.29	1	413	1	447	7.0e-102	365	COG0527	Aspartokinase	447
2507313768	321	26.75	1	310	16	316	3.0e-31	129	COG1466	DNA polymerase III, delta subunit	334
2507313769	216	39.71	1	207	1	206	1.0e-39	156	COG2082	Precorrin isomerase	210
2507313770	334	33.59	32	279	21	270	2.0e-35	143	COG0037	tRNA(Ile)-lysidine synthase TilS/MesJ	298
2507313773	158	51.92	1	155	1	151	2.0e-46	178	COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	152
2507313775	901	44.13	92	899	5	796	0.0e+00	840	COG0249	DNA mismatch repair ATPase MutS	843
2507313777	679	62.35	1	679	2	663	0.0e+00	1041	COG0556	Excinuclease UvrABC helicase subunit UvrB	663
2507313780	248	55.67	1	194	3	194	1.0e-63	236	COG1045	Serine acetyltransferase	194
2507313781	375	27.48	45	175	2	125	4.0e-24	105	COG1725	DNA-binding transcriptional regulator YhcF, GntR family	125
2507313782	209	35.41	1	203	32	227	6.0e-25	107	COG0412	Dienelactone hydrolase	236
2507313783	217	52.87	8	181	1	174	9.0e-56	210	COG0290	Translation initiation factor IF-3	176
2507313784	340	41.83	45	340	1	306	2.0e-74	272	COG0324	tRNA A37 N6-isopentenylltransferase MiaA	308
2507313785	655	63.17	8	655	3	635	0.0e+00	966	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2507313787	126	40.34	9	125	6	124	3.0e-12	64	COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	126
2507313788	132	40.32	12	122	2	125	9.0e-14	69.4	COG0239	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	126
2507313789	157	50.93	1	156	1	161	2.0e-53	201	COG0386	Glutathione peroxidase, house-cleaning role in reducing lipid peroxides	162
2507313790	486	41.44	26	468	11	451	1.0e-107	383	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	451
2507313791	335	44.38	19	325	2	330	3.0e-75	275	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
2507313792	287	25.71	5	281	19	282	4.0e-23	102	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2507313793	1087	38.63	2	1075	1	1009	0.0e+00	772	COG0841	Multidrug efflux pump subunit AcrB	1009
2507313794	380	27.25	1	376	4	368	2.0e-16	80.2	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2507313797	460	23.13	2	435	1	398	4.0e-40	159	COG0786	Na+/glutamate symporter	404
2507313800	345	41.72	16	335	33	340	4.0e-76	278	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	342
2507313801	318	30.46	7	318	2	311	2.0e-39	156	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2507313802	171	45.8	29	159	2	128	9.0e-32	129	COG0802	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE	149
2507313803	476	55.99	13	468	1	420	0.0e+00	629	COG0499	S-adenosylhomocysteine hydrolase	420
2507313804	219	32.32	23	217	14	206	4.0e-28	118	COG0586	Uncharacterized membrane protein DedA, SNARE-associated domain	208
2507313805	125	37.12	1	121	1	131	3.0e-21	94	COG0629	Single-stranded DNA-binding protein	167
2507313806	352	60.06	7	340	2	339	4.0e-116	411	COG1077	Actin-like ATPase involved in cell morphogenesis	342
2507313809	435	24.54	1	422	2	428	3.0e-36	146	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	433
2507313810	253	48.92	13	241	3	223	2.0e-59	222	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2507313811	502	56.57	2	493	11	502	0.0e+00	676	COG1190	Lysyl-tRNA synthetase (class II)	502
2507313815	317	37.5	9	312	12	318	2.0e-57	216	COG4301	Uncharacterized conserved protein, contains predicted SAM-dependent methyltransferase domain	321
2507313816	382	25.59	148	382	32	311	3.0e-24	106	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	314
2507313818	166	53.38	19	166	5	151	7.0e-48	183	COG0691	tmRNA-binding protein	153
2507313819	348	56.53	17	345	2	326	4.0e-126	444	COG2255	Holliday junction resolvasome RuvABC, ATP-dependent DNA helicase subunit	332
2507313821	393	45.41	5	390	2	392	1.0e-103	370	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	392
2507313824	523	66.75	69	490	1	422	0.0e+00	712	COG0422	Thiamine biosynthesis protein ThiC	432
2507313825	669	61.09	7	668	4	662	0.0e+00	1009	COG0021	Transketolase	663
2507313826	415	56.48	7	413	4	410	0.0e+00	474	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2507313827	88	61.25	9	88	1	80	4.0e-15	73	COG0236	Acyl carrier protein	80
2507313829	629	48.57	1	629	1	597	0.0e+00	704	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	597
2507313830	486	49.26	5	342	1	333	3.0e-119	422	COG0836	Mannose-1-phosphate guanylyltransferase	333
2507313831	177	41.57	1	176	1	174	6.0e-39	153	COG0806	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	174
2507313834	243	38.71	23	234	19	230	3.0e-38	151	COG0571	dsRNA-specific ribonuclease	235
2507313839	358	39.43	6	343	4	387	6.0e-95	341	COG0282	Acetate kinase	396
2507313840	840	45.07	36	830	15	750	0.0e+00	791	COG0058	Glucan phosphorylase	750
2507313841	809	58.85	17	801	16	792	0.0e+00	1057	COG3957	Phosphoketolase	793
2507313842	458	30.52	27	446	11	397	6.0e-35	142	COG0475	Kef-type K+ transport system, membrane component KefB	397
2507313844	303	25.09	22	289	16	282	2.0e-18	86.7	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2507313845	282	23.05	19	282	19	306	7.0e-30	124	COG2017	Galactose mutarotase or related enzyme	308
2507313846	383	24.52	5	375	38	455	8.0e-33	135	COG0277	FAD/FMN-containing dehydrogenase	459
2507313847	448	24.95	1	446	1	413	1.0e-39	157	COG3395	Uncharacterized conserved protein YgbK, DUF1537 family	413
2507313848	459	31.72	19	425	5	382	1.0e-63	237	COG0247	Fe-S oxidoreductase	388
2507313851	474	49.78	12	474	2	406	0.0e+00	534	COG0538	Isocitrate dehydrogenase	407
2507313852	316	22.03	6	299	5	291	1.0e-15	77.9	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2507313854	366	46.09	9	358	4	338	2.0e-111	396	COG0182	Methylthioribose-1-phosphate isomerase (methionine salvage pathway), a paralog of eIF-2B alpha subunit	346
2507313855	223	37.44	1	214	3	218	2.0e-46	178	COG0235	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase	219
2507313858	237	55.79	5	237	3	234	1.0e-77	283	COG5398	Heme oxygenase	238
2507313860	612	29.59	25	610	8	564	3.0e-76	279	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2507313863	379	24.16	12	379	6	377	9.0e-25	108	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2507313864	420	32.34	133	417	73	374	3.0e-30	126	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2507313865	374	26.92	4	373	2	381	7.0e-30	125	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2507313868	285	56.47	5	282	2	277	3.0e-120	424	COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	279
2507313871	796	42.06	6	694	2	644	0.0e+00	565	COG0210	Superfamily I DNA or RNA helicase	655
2507313873	259	40.78	5	257	3	240	2.0e-62	232	COG1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	247
2507313874	183	46.11	9	175	1	167	4.0e-44	171	COG1778	 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC and related HAD superfamily phosphatases	170
2507313875	337	46.73	15	213	7	202	1.0e-48	187	COG0794	D-arabinose 5-phosphate isomerase GutQ	202
2507313878	674	23.27	7	341	6	391	7.0e-36	146	COG1252	NADH dehydrogenase, FAD-containing subunit	405
2507313879	344	42.77	4	340	2	329	4.0e-122	431	COG1087	UDP-glucose 4-epimerase	329
2507313880	421	48.25	1	420	10	429	0.0e+00	465	COG0124	Histidyl-tRNA synthetase	429
2507313881	316	36.76	1	306	1	310	1.0e-54	206	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2507313882	467	37.14	5	449	2	413	3.0e-96	345	COG1004	UDP-glucose 6-dehydrogenase	414
2507313883	339	32.46	3	334	1	308	3.0e-50	192	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2507313884	378	74.64	2	347	3	345	0.0e+00	572	COG1089	GDP-D-mannose dehydratase	345
2507313885	324	29.23	10	315	2	311	7.0e-40	157	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2507313886	248	24.8	3	246	6	251	4.0e-37	148	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2507313887	249	35.37	6	243	3	245	4.0e-49	188	COG1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	247
2507313888	371	32.63	1	371	1	359	2.0e-71	263	COG0337	3-dehydroquinate synthetase	360
2507313900	333	34.83	7	332	4	333	2.0e-59	222	COG4447	Uncharacterized protein related to plant photosystem II stability/assembly factor	339
2507313901	132	44.44	32	85	2	54	3.0e-10	58	COG1773	Rubredoxin	55
2507313902	120	48.33	1	120	2	121	1.0e-26	111	COG0838	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	123
2507313903	246	47.59	25	211	10	194	5.0e-69	254	COG0377	NADH:ubiquinone oxidoreductase 20 kD subunit (chhain B) or related Fe-S oxidoreductase	194
2507313904	188	33.33	22	188	13	159	1.0e-28	119	COG0852	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)	176
2507313905	451	46.5	122	440	4	323	5.0e-78	285	COG0391	Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family	323
2507313906	252	40.24	1	246	11	252	1.0e-59	223	COG1127	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF	263
2507313907	286	22.78	1	270	1	275	8.0e-15	74.7	COG1463	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic component MlaD	359
2507313908	702	37.22	17	409	14	400	1.0e-84	308	COG1239	Mg-chelatase subunit ChlI	423
2507313910	165	37.76	12	154	6	129	7.0e-25	106	COG0801	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	160
2507313911	186	25	43	186	7	156	1.0e-05	43.4	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	161
2507313912	477	44.26	3	476	1	461	7.0e-126	444	COG0415	Deoxyribodipyrimidine photolyase	461
2507313913	609	20.19	169	469	2	291	2.0e-21	98	COG1181	D-alanine-D-alanine ligase and related ATP-grasp enzymes	317
2507313915	413	42.89	1	394	1	373	1.0e-111	396	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	374
2507313920	260	58.53	3	260	2	255	4.0e-99	354	COG0623	Enoyl-[acyl-carrier-protein] reductase (NADH)	259
2507313921	202	56.63	1	196	2	195	5.0e-79	287	COG0131	Imidazoleglycerol phosphate dehydratase HisB	195
2507313922	489	37.45	1	488	9	488	1.0e-116	413	COG3670	Carotenoid cleavage dioxygenase or a related enzyme	490
2507313924	244	26.11	22	215	9	208	2.0e-04	39.5	COG2968	Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain	243
2507313925	193	44.1	1	190	1	194	4.0e-58	217	COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	194
2507313926	487	31.81	12	487	7	460	2.0e-84	306	COG1109	Phosphomannomutase	464
2507313927	491	25.39	12	490	4	474	5.0e-37	149	COG2251	Predicted nuclease, RecB family	474
2507313928	264	22.61	11	244	23	281	4.0e-19	88.5	COG0354	Folate-binding Fe-S cluster repair protein YgfZ, possible role in tRNA modification	305
2507313929	190	40.83	18	184	11	175	1.0e-33	136	COG0461	Orotate phosphoribosyltransferase	201
2507313932	427	33.33	3	427	7	429	6.0e-73	268	COG1253	Hemolysin or related protein, contains CBS domains	429
2507313933	335	30.43	6	327	1	337	1.0e-41	163	COG0673	Predicted dehydrogenase	342
2507313935	244	39.41	16	243	12	247	2.0e-53	202	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family	253
2507313937	340	52.41	1	331	28	359	5.0e-122	430	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	372
2507313938	256	36.25	21	253	5	243	1.0e-27	116	COG0368	Cobalamin synthase	246
2507313939	373	24.54	72	341	61	313	7.0e-18	85.2	COG0642	Signal transduction histidine kinase	336
2507313941	190	27.89	5	187	21	206	2.0e-22	98.8	COG0400	Predicted esterase	207
2507313942	520	51.53	5	520	5	515	0.0e+00	668	COG0138	AICAR transformylase/IMP cyclohydrolase PurH	515
2507313945	399	30.03	54	396	1	284	3.0e-72	265	COG0761	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	294
2507313946	465	36.69	49	463	3	408	6.0e-91	328	COG0004	Ammonia channel protein AmtB	409
2507313947	252	41.88	11	243	1	220	5.0e-60	224	COG1489	DNA-binding protein, stimulates sugar fermentation	235
2507313948	535	32.56	1	512	5	499	1.0e-65	244	COG0728	Peptidoglycan biosynthesis protein MviN/MurJ, putative lipid II flippase	518
2507313953	429	67.64	10	420	4	412	0.0e+00	674	COG0112	Glycine/serine hydroxymethyltransferase	413
2507313954	380	32.3	14	328	8	314	1.0e-44	173	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase	319
2507313955	419	44.35	6	249	4	249	2.0e-63	237	COG1058	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA	255
2507313956	472	48.5	2	467	1	423	0.0e+00	560	COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit	423
2507313957	204	36.08	8	200	3	191	5.0e-45	174	COG0066	3-isopropylmalate dehydratase small subunit	191
2507313961	979	24.37	51	890	49	832	7.0e-91	329	COG0383	Alpha-mannosidase	943
2507313964	76	41.43	3	72	1	70	8.0e-12	61.9	COG1826	Sec-independent protein translocase protein TatA	94
2507313965	205	44.85	5	198	2	190	3.0e-61	228	COG0193	Peptidyl-tRNA hydrolase	190
2507313969	238	33.33	33	230	18	213	3.0e-29	121	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2507313970	221	54.55	7	214	34	229	3.0e-55	208	COG0689	Ribonuclease PH	230
2507313971	219	32.47	65	217	28	181	3.0e-27	115	COG2109	ATP:corrinoid adenosyltransferase	198
2507313972	197	33.5	1	197	1	181	2.0e-42	165	COG0717	Deoxycytidine triphosphate deaminase	183
2507313973	251	21.86	10	249	5	245	3.0e-36	145	COG1351	Thymidylate synthase ThyX	273
2507313976	709	26.44	365	654	2	283	2.0e-21	97.9	COG0741	Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains)	296
2507313977	464	40	20	462	10	462	2.0e-98	353	COG1109	Phosphomannomutase	464
2507313978	317	26.69	1	309	4	289	8.0e-25	108	COG2971	BadF-type ATPase, related to human N-acetylglucosamine kinase	301
2507313979	437	22.88	21	437	19	418	8.0e-13	68.6	COG3307	O-antigen ligase	424
2507313980	234	29.25	2	207	16	224	9.0e-31	127	COG0220	tRNA G46 methylase TrmB	227
2507313981	431	34.08	21	418	9	388	1.0e-73	270	COG4398	Small ligand-binding sensory domain FIST	389
2507313984	974	46	14	967	1	930	0.0e+00	1102	COG0060	Isoleucyl-tRNA synthetase	933
2507313987	343	24.53	19	312	23	340	2.0e-32	132	COG3239	Fatty acid desaturase	343
2507313988	97	48.94	2	95	1	94	5.0e-21	92.6	COG0721	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit	96
2507313989	262	33.74	17	259	3	245	2.0e-44	172	COG1402	 Creatinine amidohydrolase/Fe(II)-dependent formamide hydrolase involved in riboflavin and F420 biosynthesis	250
2507313991	246	28.7	5	226	15	224	8.0e-25	107	COG1738	Uncharacterized PurR-regulated membrane protein YhhQ, DUF165 family	233
2507313992	518	23.85	54	268	36	235	7.0e-13	69.2	COG3063	Tfp pilus assembly protein PilF	250
2507313994	682	28.85	110	360	12	271	6.0e-19	89.6	COG0457	Tetratricopeptide (TPR) repeat	291
2507313995	557	28.57	35	244	64	280	4.0e-13	70.4	COG0457	Tetratricopeptide (TPR) repeat	291
2507313997	239	38.42	35	223	1	199	1.0e-40	159	COG2094	3-methyladenine DNA glycosylase Mpg	200
2507313998	349	41.14	1	332	2	309	9.0e-93	333	COG0540	Aspartate carbamoyltransferase, catalytic chain	316
2507313999	504	39.57	19	431	2	405	9.0e-94	337	COG1252	NADH dehydrogenase, FAD-containing subunit	405
2507314004	430	39.61	9	415	2	387	6.0e-75	274	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase	392
2507314007	390	40.98	13	390	2	376	5.0e-81	294	COG2046	ATP sulfurylase (sulfate adenylyltransferase)	397
2507314008	616	56.62	15	608	1	591	0.0e+00	713	COG0465	ATP-dependent Zn proteases	596
2507314009	214	25.27	10	190	10	181	4.0e-20	91.4	COG0800	2-keto-3-deoxy-6-phosphogluconate aldolase	211
2507314011	366	55.74	3	366	1	359	0.0e+00	472	COG0082	Chorismate synthase	369
2507314012	152	45.39	5	150	7	153	4.0e-28	117	COG3542	Predicted sugar epimerase, cupin superfamily	162
2507314016	529	22.35	73	502	28	462	4.0e-38	153	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	490
2507314018	106	33.75	25	104	22	100	4.0e-16	76.2	COG2127	ATP-dependent Clp protease adapter protein ClpS	107
2507314019	408	31.03	9	408	4	388	7.0e-70	257	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2507314020	887	25.35	52	541	1	470	3.0e-57	217	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	490
2507314020	887	29.33	664	884	2	225	1.0e-27	119	COG5011	Uncharacterized conserved protein, DUF2344 family	228
2507314021	646	42.75	6	406	8	412	2.0e-100	360	COG1530	Ribonuclease G or E	487
2507314022	199	47.12	13	199	2	189	4.0e-47	181	COG0164	Ribonuclease HII	199
2507314024	280	45.2	1	274	1	274	9.0e-71	260	COG0077	Prephenate dehydratase	279
2507314026	211	29.63	2	209	5	215	2.0e-32	132	COG2802	Uncharacterized protein, similar to the N-terminal domain of Lon protease	221
2507314027	106	64.71	5	106	1	102	2.0e-34	137	COG0051	Ribosomal protein S10	104
2507314028	399	78.45	1	399	1	394	0.0e+00	677	COG0050	Translation elongation factor EF-Tu, a GTPase	394
2507314029	691	63.31	1	689	1	693	0.0e+00	950	COG0480	Translation elongation factor EF-G, a GTPase	697
2507314030	156	52.03	2	149	1	148	3.0e-49	187	COG0049	Ribosomal protein S7	148
2507314031	124	74.8	1	123	7	129	2.0e-48	183	COG0048	Ribosomal protein S12	129
2507314032	110	30.28	3	108	1	109	5.0e-08	49.4	COG0316	Fe-S cluster assembly iron-binding protein IscA	110
2507314034	1533	55.49	723	1229	1	485	0.0e+00	610	COG0069	Glutamate synthase domain 2	485
2507314035	102	36.25	18	96	13	91	4.0e-07	46.4	COG2350	Uncharacterized conserved protein YciI, contains a putative active-site phosphohistidine	92
2507314036	292	57.09	6	287	24	303	1.0e-116	413	COG0320	Lipoate synthase	306
2507314039	251	26.1	6	249	17	249	8.0e-26	110	COG1462	Curli biogenesis system outer membrane secretion channel CsgG	252
2507314040	579	51.41	330	577	2	247	6.0e-78	285	COG1010	Precorrin-3B methylase	249
2507314047	1039	38.66	3	1032	1	1008	0.0e+00	751	COG0841	Multidrug efflux pump subunit AcrB	1009
2507314051	320	27.04	6	274	4	266	2.0e-23	103	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2507314055	376	41.73	7	374	1	357	9.0e-98	350	COG0787	Alanine racemase	360
2507314056	174	36.3	19	162	1	146	4.0e-22	97.7	COG1403	5-methylcytosine-specific restriction endonuclease McrA	146
2507314057	365	48.62	4	362	3	363	4.0e-122	431	COG0216	Protein chain release factor A	363
2507314058	83	45.95	3	73	2	75	8.0e-19	85.3	COG0254	Ribosomal protein L31	75
2507314059	133	51.94	5	133	3	130	2.0e-39	154	COG0103	Ribosomal protein S9	130
2507314060	150	53.06	3	148	2	148	8.0e-51	192	COG0102	Ribosomal protein L13	148
2507314061	269	36.97	2	238	31	266	7.0e-56	210	COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	266
2507314062	116	54.31	1	116	1	116	1.0e-34	137	COG0203	Ribosomal protein L17	116
2507314063	312	37.05	12	312	8	311	7.0e-64	237	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit	317
2507314064	130	63.2	6	130	5	129	1.0e-43	168	COG0100	Ribosomal protein S11	129
2507314065	121	57.85	1	120	1	121	8.0e-36	142	COG0099	Ribosomal protein S13	121
2507314066	37	68.42	1	37	1	38	3.0e-04	37.1	COG0257	Ribosomal protein L36	38
2507314067	183	43.17	3	183	1	178	8.0e-41	160	COG0563	Adenylate kinase or related kinase	178
2507314068	439	42.31	9	439	4	433	3.0e-94	339	COG0201	Preprotein translocase subunit SecY	436
2507314069	151	43.05	3	150	1	151	2.0e-29	121	COG0200	Ribosomal protein L15	152
2507314070	214	48.24	45	214	11	180	8.0e-47	180	COG0098	Ribosomal protein S5	181
2507314071	122	58.2	2	122	4	125	1.0e-35	141	COG0256	Ribosomal protein L18	125
2507314072	179	56.42	1	178	1	178	1.0e-52	199	COG0097	Ribosomal protein L6P/L9E	178
2507314073	133	51.13	1	133	1	132	2.0e-42	164	COG0096	Ribosomal protein S8	132
2507314074	179	63.43	3	177	4	178	1.0e-70	259	COG0094	Ribosomal protein L5	180
2507314075	118	52.38	15	118	2	104	2.0e-19	88	COG0198	Ribosomal protein L24	104
2507314076	121	67.21	1	121	1	122	3.0e-43	167	COG0093	Ribosomal protein L14	122
